year,indicator,High income,Lower middle income,Upper middle income,Low income,Africa,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Cote d'Ivoire,DR Congo,Equatorial Guinea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Madagascar,Malawi,Mali,Mauritania,Mauritius,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,South Africa,South Sudan,Togo,Uganda,Tanzania,Zambia,Antigua and Barbuda,Argentina,Bahamas,Barbados,Belize,Bolivia,Brazil,Canada,Chile,Colombia,Costa Rica,Dominica,Dominican Republic,Ecuador,El Salvador,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Paraguay,Peru,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Trinidad and Tobago,United States,Uruguay,Afghanistan,Bahrain,Djibouti,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Tunisia,United Arab Emirates,Yemen,Albania,Andorra,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Kyrgyz Republic,Latvia,Lithuania,Luxembourg,Malta,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Moldova,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Tajikistan,Türkiye,Turkmenistan,Ukraine,United Kingdom,Uzbekistan,Bangladesh,Bhutan,India,Indonesia,Maldives,Myanmar,Nepal,Sri Lanka,Thailand,Timor-Leste,Australia,Brunei Darussalam,Cambodia,China,Fiji,Japan,Kiribati,Laos,Malaysia,Marshall Islands,"Micronesia, Fed. Sts.",Mongolia,Nauru,New Zealand,Palau,Papua New Guinea,Philippines,South Korea,Samoa,Singapore,Solomon Islands,Tonga,Tuvalu,Vanuatu,Vietnam,Africa (Low and Lower middle income)
2019-01-01,Per capita spending ($US),6048.839,93.243,585.579,36.087,99.59,229.976,59.975,32.471,449.424,46.201,24.684,182.379,61.692,37.762,34.7,81.898,59.561,82.396,21.057,263.88,272.311,24.96,251.4,24.316,102.772,46.873,58.044,87.803,138.245,16.696,44.806,36.198,70.006,604.057,41.65,450.655,34.353,63.683,51.043,129.201,71.775,691.564,46.116,604.195,52.17,55.334,36.209,41.727,78.609,849.642,1108.859,1873.216,1254.067,298.738,245.82,748.485,5890.832,1486.89,480.114,892.826,450.582,351.39,485.269,395.246,499.73,292.795,273.043,77.595,203.99,337.485,575.49,166.452,1358.547,424.664,352.991,1103.536,508.289,364.643,541.065,1227.367,11294.266,1675.076,67.234,1064.344,64.496,172.37,193.771,237.984,298.969,1743.984,461.699,,194.46,732.194,42.413,2092.171,1316.732,37.992,244.136,1993.218,,407.754,3316.296,570.643,5820.162,221.453,406.146,5569.206,603.65,817.996,1598.711,2077.972,6816.191,1772.226,4907.226,5181.723,317.909,6078.415,1694.59,1145.018,6265.18,5740.889,3814.951,3169.827,288.943,63.57,1327.156,1542.337,7109.108,3163.965,808.726,5895.618,470.044,9576.967,1091.481,2438.282,273.934,822.127,690.036,4158.96,688.642,1486.15,2399.049,2969.862,6498.933,10170.143,58.208,376.479,575.481,321.916,4819.346,103.992,51.324,122.283,65.429,124.749,886.065,68.34,55.623,161.532,282.087,180.837,6413.304,704.885,113.936,602.68,254.265,4466.23,221.853,65.828,448.075,884.802,412.256,219.13,1537.911,4650.333,2152.969,66.231,155.514,2770.785,249.493,3086.857,96.259,217.481,1263.994,107.217,182.188,
2020-01-01,Per capita spending ($US),6439.113,95.858,625.023,36.372,98.314,223.776,71.271,32.264,402.643,56.164,28.503,203.356,62.352,43.033,39.65,90.8,93.338,91.933,23.501,307.165,244.914,27.748,296.841,28.141,94.573,45.662,72.555,87.949,110.962,18.157,43.156,31.445,69.417,554.356,38.13,429.753,37.317,69.111,56.748,173.821,81.143,837.615,45.128,583.652,49.577,57.671,39.354,32.114,69.303,905.839,1021.446,1843.475,1298.549,280.996,257.818,761.637,6527.628,1429.904,491.512,919.218,432.581,377.846,481.542,369.175,482.121,296.382,440.755,60.982,225.987,329.559,596.639,162.986,1384.364,445.399,375.74,1030.236,626.814,400.378,352.813,1243.994,12297.58,1530.638,66.64,1222.619,63.822,158.462,170.946,275.2,291.221,1999.87,304.39,,208.91,963.882,42.819,2446.621,1536.041,23.45,258.738,2495.243,,432.222,3472.284,572.96,5883.238,295.132,442.744,5437.954,644.629,949.431,1807.898,2380.835,6891.803,1963.357,5025.411,5218.113,377.333,6324.152,1796.1,1270.891,6410.675,6372.601,3956.21,3220.212,374.422,67.563,1420.422,1666.886,7308.328,3317.222,941.94,6238.26,490.924,10287.049,1077.327,2476.887,273.004,866.482,898.372,4052.626,689.176,1478.753,2544.98,3081.791,6586.941,10451.594,69.97,402.918,564.656,332.657,5255.689,129.782,52.793,143.41,69.006,143.963,862.931,68.655,62.505,159.975,303.91,272.409,6878.823,771.122,113.481,642.827,236.877,4307.628,286.896,51.098,445.02,749.196,405.463,213.032,1693.9,4760.194,2145.64,62.139,171.525,2807.783,261.14,3813.63,100.759,244.718,1003.401,119.904,160.576,
2021-01-01,Per capita spending ($US),6504.608,104.006,650.705,37.016,101.776,204.147,64.163,35.152,457.461,56.981,24.301,248.049,63.819,42.944,35.649,99.096,80.556,81.912,22.313,255.557,279.924,26.477,233.999,24.582,100.095,44.836,68.836,94.82,114.164,17.64,46.446,40.141,88.354,564.883,44.522,456.314,34.361,84.318,60.204,186.338,71.259,719.845,42.134,583.52,32.359,54.172,43.449,37.159,75.338,923.775,1043.647,1961.675,1400.292,310.259,274.95,761.269,6470.068,1517.819,557.54,948.823,482.265,417.849,494.308,442.214,505.421,340.91,470.593,63.876,253.929,372.868,610.645,198.066,1415.245,478.709,412.246,1114.988,584.786,448.196,276.853,1125.377,12012.241,1620.41,76.638,1146.446,87.752,178.582,189.855,248.923,299.5,1860.734,177.803,,221.115,852.619,43.811,1934.079,1441.999,21.58,265.469,2351.807,,466.128,3506.326,612.785,6516.888,249.085,467.52,5656.277,691.474,1045.24,2154.499,2543.924,7364.319,2098.032,5491.572,5645.219,417.041,6610.254,1888.258,1384.607,6716.396,6795.623,4338.941,3351.596,402.982,72.907,1918.714,1865.758,7586.302,3570.415,985.971,6533.719,560.663,9143.38,1145.31,2750.729,346.615,957.374,935.601,4134.157,861.295,1689.371,2763.049,3230.429,6842.899,10870.986,73.394,440.241,565.259,368.068,5739.777,157.203,58.128,120.778,73.454,160.642,1036.04,68.207,65.449,166.181,364.369,313.438,7060.918,693.382,120.782,670.521,250.028,4347.339,263.017,68.488,487.008,766.944,393.349,315.571,1524.873,4907.568,2045.297,61.414,203.177,3260.449,262.468,3969.883,103.987,278.079,1069.216,129.033,174.249,
2000-01-01,Share of GDP (%),9.439,3.661,5.262,,4.597,3.215,1.782,2.959,6.107,2.95,4.222,4.375,4.12,4.273,4.034,7.51,1.505,6.127,1.479,1.125,4.61,4.365,3.017,6.654,2.79,4.748,4.189,3.627,5.169,3.992,2.355,5.466,3.378,2.857,2.087,9.28,4.657,3.196,3.57,10.514,3.55,4.611,5.07,7.325,,2.794,5.08,3.415,4.174,4.284,8.222,3.862,4.805,3.073,4.396,8.335,8.248,7.0,5.305,6.565,5.324,4.884,3.484,7.843,5.359,5.372,3.187,3.992,6.385,5.645,4.263,5.239,6.985,6.019,4.412,4.761,4.76,3.933,5.871,4.235,12.495,9.172,,3.24,3.396,4.922,4.723,,9.344,2.151,13.2,3.32,3.692,2.698,2.445,1.973,4.398,3.571,4.784,2.395,4.666,5.944,5.953,4.201,9.204,2.946,5.285,7.999,7.998,5.831,5.304,5.497,8.128,5.057,7.095,9.656,7.16,9.786,7.243,6.779,8.899,5.826,6.572,7.489,4.16,4.414,5.431,6.204,5.925,6.516,,7.62,8.87,7.703,5.307,8.601,5.928,4.209,5.02,,6.184,5.303,7.846,6.763,7.23,9.122,4.261,4.659,4.031,5.308,7.125,4.634,1.805,4.139,4.106,1.853,7.96,2.126,3.133,4.133,3.101,,7.802,2.548,6.379,4.508,3.424,7.036,7.752,4.275,2.515,17.474,7.866,5.695,,7.567,8.669,2.018,3.055,3.667,4.282,3.343,4.719,3.085,21.201,3.307,4.108,3.822
2001-01-01,Share of GDP (%),9.8,3.894,5.259,,4.772,3.536,4.186,3.304,6.364,2.888,5.682,4.69,3.892,3.954,3.913,6.65,2.185,6.018,2.646,1.223,5.139,4.723,3.274,5.64,3.171,4.891,4.53,3.766,6.607,4.115,2.062,4.52,3.572,2.922,2.751,9.686,4.725,3.188,3.31,10.835,3.681,5.016,4.996,7.112,,2.885,5.05,4.236,4.83,4.94,8.374,3.983,4.979,3.595,4.825,8.55,8.625,7.097,5.634,6.474,4.645,4.882,3.975,7.886,5.625,6.042,3.055,3.75,6.041,5.157,4.603,5.485,6.918,5.608,4.719,4.362,5.01,3.954,3.825,4.035,13.173,9.757,,3.385,3.196,5.4,5.161,,9.572,3.112,12.874,3.927,3.815,2.714,2.302,2.32,4.586,3.331,4.832,2.484,4.945,5.926,5.857,4.652,9.269,2.765,5.687,8.15,7.61,6.861,5.343,5.66,8.462,4.675,7.251,9.791,7.144,9.823,7.988,6.827,8.752,6.314,6.973,7.654,3.471,4.277,5.769,6.016,6.382,6.91,,7.968,8.382,8.01,5.67,8.628,6.236,4.376,5.243,5.641,6.497,5.331,7.952,6.734,7.803,9.445,4.578,4.951,4.766,5.727,7.332,4.743,1.772,4.658,4.338,2.119,8.451,2.289,3.812,4.081,3.026,,7.943,2.547,6.641,4.253,2.905,7.241,11.905,4.29,2.676,14.658,8.632,5.054,,7.726,7.824,2.301,2.848,4.091,3.818,3.163,6.458,3.649,17.508,3.387,4.801,4.115
2002-01-01,Share of GDP (%),10.232,3.783,5.337,4.361,4.625,3.442,3.108,3.096,6.663,2.971,5.35,4.693,4.035,4.226,5.372,6.679,1.702,5.904,2.593,2.795,5.523,4.713,3.457,6.277,2.887,5.364,3.968,3.847,5.879,4.925,2.7,4.998,4.002,3.189,3.127,9.722,4.825,2.489,3.121,10.693,3.953,4.353,5.616,6.667,,2.902,4.769,4.689,5.888,4.803,7.395,3.869,5.282,3.698,4.897,8.697,8.857,7.208,5.475,6.869,4.653,4.986,4.724,7.885,6.176,5.985,3.194,3.433,6.361,4.745,4.852,5.733,7.056,4.758,4.936,4.417,5.272,4.03,5.33,4.723,14.001,9.64,9.45,3.573,3.752,5.511,4.652,,9.279,3.05,11.314,4.739,4.06,2.791,2.385,2.46,4.275,3.267,5.09,2.718,4.832,5.665,5.996,7.624,9.395,2.738,5.623,8.318,7.429,7.08,5.616,5.967,8.718,4.599,7.63,10.112,7.776,10.086,8.234,7.122,9.403,6.59,6.876,7.781,3.615,4.592,5.758,6.146,6.761,7.594,,8.549,8.978,8.983,6.067,8.786,7.404,4.577,5.522,5.392,7.593,5.51,8.114,6.763,8.102,9.859,4.425,5.128,4.107,5.994,7.643,4.656,1.934,4.277,4.315,1.981,9.034,2.747,3.939,4.062,3.335,,8.075,2.534,6.784,4.383,2.983,7.354,11.594,3.698,2.67,12.809,8.03,5.189,,7.991,8.049,2.776,2.638,3.822,4.492,3.358,9.879,3.821,11.776,3.904,3.871,4.002
2003-01-01,Share of GDP (%),10.552,3.922,5.273,4.672,4.996,3.326,3.296,3.117,6.407,3.143,5.272,4.795,3.91,4.395,4.072,6.654,1.919,5.48,3.766,1.857,6.379,4.9,3.673,5.326,2.827,4.781,3.533,4.059,5.351,5.003,3.323,5.051,4.033,3.182,3.251,9.956,4.746,5.051,6.917,12.659,4.297,5.087,5.004,7.03,,2.938,4.297,5.342,5.996,5.071,6.896,4.08,6.03,3.649,5.197,8.189,9.011,7.25,5.645,6.969,4.846,4.389,5.702,7.772,5.285,6.125,3.269,3.537,7.019,4.22,5.565,6.083,6.712,4.907,4.584,4.714,5.127,3.912,4.889,4.188,14.511,9.577,8.948,3.775,4.27,5.224,4.956,2.948,8.789,2.695,10.569,3.974,4.08,2.789,2.067,3.503,4.094,3.853,5.178,2.646,5.758,5.911,5.549,7.189,9.547,2.728,5.766,9.164,8.305,7.2,5.636,6.319,8.914,5.026,7.939,10.156,8.03,10.285,8.449,8.122,9.729,6.921,6.808,7.753,3.723,5.824,5.474,6.191,6.962,7.809,,8.957,9.008,9.194,5.954,9.124,7.021,5.372,5.164,4.772,7.667,5.448,8.172,7.525,8.242,10.124,4.708,5.079,4.978,6.547,8.056,4.698,1.962,3.835,4.079,2.248,6.974,2.537,3.856,3.668,3.243,6.598,8.187,2.603,6.316,4.418,2.973,7.488,10.135,4.479,2.925,12.735,9.73,4.102,,7.886,8.98,2.453,3.077,4.08,4.172,3.607,6.918,3.658,13.635,3.507,3.942,4.463
2004-01-01,Share of GDP (%),10.588,3.857,5.169,4.836,4.884,3.29,3.67,3.233,6.089,4.217,7.096,4.688,3.735,4.303,4.065,6.58,1.922,5.475,4.374,1.477,6.814,4.313,3.463,5.42,2.764,4.785,4.277,4.236,5.26,5.251,4.076,5.218,3.704,3.317,3.531,10.17,4.976,4.632,7.494,11.915,4.569,4.903,5.075,6.927,,3.086,4.698,5.737,5.485,4.647,7.23,4.107,6.591,3.532,4.863,8.125,9.066,6.91,5.697,6.63,4.745,4.288,5.791,8.13,5.366,6.233,3.438,3.429,6.983,4.804,5.709,6.057,7.082,4.932,4.427,4.455,4.664,3.821,5.461,4.308,14.557,8.266,9.815,3.397,3.535,4.857,5.128,3.837,8.747,2.301,9.75,3.384,4.231,2.609,1.997,3.183,3.664,4.115,5.168,2.462,5.514,5.894,5.287,6.063,9.71,2.661,5.746,9.328,9.064,6.891,5.405,6.156,9.009,5.22,8.06,10.269,8.089,10.033,8.094,7.759,9.328,7.131,6.758,8.078,3.983,6.202,6.2,5.518,7.279,7.939,,9.008,8.465,8.796,5.868,9.532,8.972,5.477,4.76,4.865,7.842,6.371,8.0,7.621,8.069,10.227,4.807,4.973,6.187,6.17,8.301,4.383,1.999,4.264,4.027,2.12,7.697,2.47,4.046,4.063,3.139,9.893,8.354,2.552,6.336,4.293,3.258,7.537,11.972,3.541,2.861,15.578,12.231,4.157,4.945,7.983,9.952,2.594,3.047,4.066,4.526,3.15,7.551,4.798,9.367,3.54,4.088,4.385
2005-01-01,Share of GDP (%),10.638,3.913,5.073,4.869,4.787,3.119,2.659,3.223,5.264,3.951,7.56,4.417,3.78,4.366,3.578,6.125,1.718,5.006,4.021,1.318,7.376,4.101,3.049,5.386,3.631,4.045,4.551,4.242,4.686,5.216,4.305,5.195,3.403,3.518,4.214,10.128,5.875,4.464,7.708,11.546,3.675,4.669,5.183,6.851,,3.302,5.802,6.323,6.331,4.534,7.613,4.092,6.106,3.552,5.074,8.035,9.035,6.624,6.067,6.664,4.978,4.354,5.768,9.2,5.145,6.12,3.794,3.306,7.641,4.546,5.606,6.225,6.207,4.829,4.663,4.69,4.755,3.787,5.244,4.435,14.585,7.724,9.955,3.165,3.803,4.922,5.3,2.967,8.494,1.966,9.023,2.518,4.373,2.276,2.334,2.563,3.483,4.054,5.115,2.32,5.206,5.73,5.595,5.87,9.627,2.228,6.064,9.224,9.053,6.891,5.438,6.159,9.091,5.179,8.288,10.288,8.077,10.181,8.565,7.986,8.946,7.548,6.855,8.255,3.902,7.45,5.834,5.645,7.123,8.588,,8.995,7.679,8.299,5.807,9.653,9.559,5.528,4.772,4.887,8.284,6.588,8.052,7.702,8.095,10.05,5.208,4.957,5.589,6.348,8.358,4.33,2.059,3.833,3.855,2.532,9.084,2.483,3.951,3.902,3.16,12.26,8.25,2.234,6.014,4.176,3.257,7.66,11.409,3.337,2.788,20.057,18.021,3.755,7.148,8.385,9.349,2.449,3.743,4.331,4.634,3.034,8.815,4.669,10.008,3.305,4.318,4.331
2006-01-01,Share of GDP (%),10.69,3.898,4.944,5.149,4.835,3.19,2.497,3.288,4.875,4.514,8.713,5.055,3.744,4.439,3.563,5.771,1.709,4.763,4.098,1.313,7.826,4.458,3.268,5.437,3.671,3.615,5.08,5.113,5.419,5.072,4.917,5.456,2.703,3.606,3.946,10.616,5.991,4.256,7.592,8.301,3.763,4.398,5.153,6.865,,3.446,6.46,7.598,5.577,4.206,7.642,4.374,5.933,3.563,4.661,8.25,9.342,6.072,6.335,6.935,4.781,3.994,5.845,8.695,5.114,6.334,3.931,3.48,8.01,4.208,5.431,6.358,6.546,5.019,4.407,4.942,5.017,3.611,5.856,4.154,14.714,7.71,10.63,3.019,4.22,4.842,5.16,2.453,7.679,1.778,10.352,2.3,4.565,2.03,2.731,2.288,3.669,4.837,5.1,2.325,5.529,5.632,4.966,5.858,9.531,2.07,5.576,9.13,9.173,6.525,5.463,5.995,9.177,4.865,8.285,10.411,7.632,10.047,8.259,7.779,8.557,7.424,6.66,8.35,3.398,8.312,5.703,5.841,6.636,8.747,,8.973,7.383,7.882,5.803,9.354,10.544,5.071,4.767,4.914,8.494,6.85,7.865,7.802,7.996,9.566,5.037,5.212,4.921,6.419,8.623,4.302,2.106,4.085,3.669,2.619,8.28,2.399,3.544,3.873,3.1,13.935,8.341,1.907,5.258,3.947,3.348,7.688,11.409,2.932,3.11,20.198,10.914,3.75,6.887,8.797,9.636,2.426,3.778,4.619,4.885,2.935,7.827,5.825,11.627,3.322,4.57,4.396
2007-01-01,Share of GDP (%),10.733,3.838,4.795,5.234,4.797,3.62,2.79,2.937,5.519,5.234,9.186,5.079,3.716,4.717,3.169,5.418,1.902,4.552,3.928,1.323,7.93,5.001,3.289,4.955,3.802,3.466,5.039,5.221,7.24,4.609,5.448,5.253,2.876,3.523,3.8,10.763,5.429,3.908,7.843,8.202,3.415,3.851,5.07,6.894,,3.694,6.11,6.884,4.58,4.038,7.837,4.563,5.456,4.071,4.697,8.202,9.445,6.213,6.491,6.996,4.791,4.089,5.557,8.479,5.239,6.163,4.281,3.647,8.236,5.321,5.531,6.956,7.352,5.02,4.423,4.759,5.423,3.774,5.221,4.154,14.924,7.462,9.912,3.2,4.053,4.445,4.912,3.162,7.91,1.881,10.231,2.42,4.807,2.124,2.624,2.07,3.598,5.607,5.144,2.566,5.821,5.926,4.923,5.505,9.532,1.996,5.693,9.136,9.531,6.156,5.356,5.827,9.326,5.071,8.084,10.334,7.435,9.929,8.398,7.205,8.353,7.711,6.644,8.055,2.703,6.932,5.514,5.759,6.158,8.091,,8.936,6.571,8.017,5.873,9.252,11.02,5.022,4.748,5.096,9.376,7.177,7.542,7.897,7.957,9.402,5.54,5.305,3.093,6.019,8.619,4.113,2.173,3.838,3.581,2.824,8.542,2.156,3.673,3.846,3.193,13.113,8.377,1.941,4.131,3.675,3.415,7.781,10.909,3.153,3.071,16.031,11.278,4.075,16.492,8.488,9.892,2.421,3.753,4.718,4.745,2.837,7.023,5.039,9.968,3.108,4.629,4.332
2008-01-01,Share of GDP (%),10.983,3.772,4.907,5.04,4.789,3.983,3.128,2.652,5.896,4.648,7.741,4.294,3.666,4.085,2.971,5.069,2.239,4.569,4.351,1.134,8.858,4.281,2.901,4.659,3.875,3.266,5.458,5.289,7.685,4.081,6.113,5.027,3.013,3.939,4.102,9.961,5.244,3.694,7.547,7.166,3.507,3.617,5.321,7.137,,3.761,5.452,5.557,4.467,3.816,8.185,4.935,5.834,4.53,4.607,8.011,9.608,6.74,6.842,7.469,5.05,4.561,5.522,8.494,5.386,6.053,4.202,3.757,8.764,5.611,5.47,7.167,6.805,5.038,4.528,5.263,4.981,3.837,4.747,3.658,15.213,8.091,10.264,3.112,3.613,4.466,5.04,3.015,8.489,1.878,9.344,2.245,4.837,1.764,2.568,1.638,3.001,5.369,5.133,2.929,5.762,5.509,5.671,6.648,9.726,2.048,5.292,9.595,9.69,6.283,6.013,6.167,9.503,5.827,8.343,10.519,8.444,10.131,8.828,7.09,8.343,9.013,6.781,8.453,3.05,6.525,5.585,6.303,6.231,7.745,,9.161,6.553,7.915,6.376,9.583,10.948,5.023,4.904,5.411,9.482,6.956,7.896,8.37,8.207,9.526,5.912,5.285,3.454,5.499,9.023,4.26,2.119,3.148,3.589,2.548,11.798,2.247,3.818,3.878,3.459,16.173,8.413,1.876,5.537,3.9,3.185,8.091,13.714,2.767,3.008,15.696,12.224,4.557,23.004,9.125,9.467,2.135,3.863,4.995,4.533,3.195,5.383,6.449,9.588,3.138,4.36,4.284
2009-01-01,Share of GDP (%),11.843,3.899,5.327,5.451,5.05,4.892,3.577,2.889,6.619,5.082,9.232,3.914,3.507,4.817,3.206,4.927,2.142,4.47,4.551,1.797,8.633,4.65,3.988,4.464,4.379,3.581,4.734,5.27,8.975,4.385,5.879,5.212,3.11,4.17,5.056,9.089,5.336,3.579,7.787,6.774,3.842,3.541,5.956,7.637,,3.935,5.786,5.063,5.157,3.795,9.458,5.227,6.419,4.523,5.175,8.395,10.662,7.25,7.311,7.86,4.983,4.763,6.034,8.838,5.435,6.31,4.351,3.503,9.164,5.147,5.874,7.686,6.986,5.525,4.959,5.245,5.132,4.045,4.978,5.487,16.207,7.916,9.825,4.203,3.639,4.379,6.115,3.71,9.224,2.642,8.376,3.584,5.272,2.482,2.5,2.384,4.29,6.332,5.373,4.05,5.986,5.826,6.081,8.455,10.226,2.767,5.391,10.321,9.023,6.596,6.463,7.072,10.674,6.695,9.161,11.291,9.567,11.089,9.407,7.223,8.775,10.393,6.845,8.87,3.499,6.899,6.1,7.361,6.95,7.825,,9.868,6.528,9.033,6.588,10.131,13.677,5.278,5.644,6.184,9.346,7.948,8.588,9.094,8.761,10.137,5.858,5.565,2.815,6.612,10.055,4.343,2.183,3.297,3.546,2.623,10.382,2.301,3.902,4.081,3.619,16.971,8.8,2.393,6.224,4.349,3.536,8.96,12.778,3.463,3.262,14.417,12.781,4.46,12.316,9.746,10.401,2.329,4.165,5.387,5.127,3.399,6.459,4.181,11.623,3.252,4.485,4.466
2010-01-01,Share of GDP (%),11.797,3.839,5.079,5.148,4.894,4.64,2.498,3.01,6.265,5.24,11.282,4.027,3.584,3.566,3.063,4.992,1.852,4.416,3.755,1.648,8.591,5.466,2.574,4.119,4.224,3.428,5.266,5.388,7.66,4.698,5.148,4.679,2.636,4.519,5.292,9.77,4.959,3.295,8.069,7.099,4.028,4.501,5.372,7.781,,4.342,6.805,5.224,3.975,4.886,9.448,5.334,6.08,4.494,5.203,7.945,10.676,6.82,7.071,8.029,5.157,4.924,6.349,8.904,5.419,6.097,4.219,4.549,8.888,5.295,5.514,7.71,7.223,5.466,4.71,5.172,5.011,4.253,4.698,5.08,16.203,7.878,8.576,3.972,3.357,4.153,6.292,3.186,8.17,2.615,8.891,3.281,5.418,2.488,2.43,1.87,3.648,5.008,5.576,3.744,5.159,6.237,7.676,9.247,10.221,2.647,5.655,10.202,9.019,7.095,6.5,7.381,10.637,6.449,9.144,11.241,8.939,10.953,9.597,7.45,8.361,10.394,6.823,8.851,2.736,6.95,6.098,6.814,6.662,7.805,,10.031,6.714,8.858,6.468,10.032,10.132,5.64,4.971,6.209,9.527,7.667,8.635,9.112,8.327,9.932,5.736,5.085,3.209,6.816,9.941,4.798,2.288,3.295,3.336,2.791,8.731,2.084,4.361,3.764,3.39,15.023,8.745,2.278,5.551,4.231,3.417,9.065,8.889,2.912,3.166,13.809,13.376,3.739,12.696,9.682,11.722,2.108,4.131,5.531,5.153,3.203,4.557,5.127,14.83,3.527,5.071,4.261
2011-01-01,Share of GDP (%),11.851,3.837,5.062,4.928,4.978,4.826,2.45,2.997,5.867,4.649,10.07,3.873,3.86,3.674,2.955,5.302,1.752,4.397,3.223,1.453,8.47,4.469,2.659,4.37,4.693,3.79,6.215,5.202,9.098,4.522,5.328,4.015,2.474,4.251,4.922,9.874,4.871,3.319,7.92,6.907,4.214,4.461,6.29,7.932,,4.388,6.693,5.056,3.959,4.944,9.421,5.404,6.192,4.551,5.173,7.788,10.38,6.799,6.781,8.122,5.335,5.038,6.605,8.875,5.804,5.936,4.172,5.912,8.956,5.238,5.325,7.45,6.832,5.822,4.532,5.122,4.969,4.182,4.409,4.722,16.146,7.915,8.568,3.756,3.374,4.357,6.098,2.757,8.148,2.278,9.774,4.02,5.369,2.247,2.231,1.6,3.682,5.56,6.086,3.567,4.77,6.183,7.621,9.388,10.026,2.596,4.876,10.363,9.18,7.103,6.431,7.352,10.438,5.926,9.239,11.168,7.824,10.655,9.193,7.483,8.202,10.43,6.778,8.711,2.602,7.107,5.723,6.484,5.952,8.248,7.963,10.086,6.519,8.735,6.287,9.73,9.097,4.475,4.789,8.071,9.114,7.298,8.621,9.145,10.428,10.037,5.86,4.713,3.223,6.818,9.926,4.765,2.364,3.083,3.246,2.989,8.148,2.066,4.452,3.604,3.568,15.94,8.715,1.864,5.923,4.343,3.143,10.49,7.895,1.945,3.315,13.071,13.266,3.586,9.96,9.613,10.949,2.294,4.025,5.621,5.384,3.158,4.911,4.068,13.363,3.598,4.975,4.302
2012-01-01,Share of GDP (%),11.917,3.869,5.19,4.851,5.02,5.523,2.219,3.076,6.348,4.603,8.638,4.612,3.939,3.917,2.98,5.174,1.91,4.427,3.25,1.539,7.82,4.54,2.517,4.269,4.008,3.504,5.941,5.018,10.069,3.911,6.028,3.752,2.649,4.22,5.14,9.307,4.306,3.358,8.088,7.075,4.267,5.396,5.637,7.991,,4.641,6.105,5.018,4.045,4.977,9.83,5.42,6.981,4.37,5.254,7.736,10.51,7.02,6.746,7.786,5.795,5.049,6.879,8.606,5.822,6.045,3.708,5.565,8.818,4.885,5.446,7.488,6.505,6.531,4.732,4.975,4.818,4.399,4.284,4.597,16.126,8.033,7.903,3.988,3.297,4.459,6.122,2.649,7.818,2.278,8.374,,5.395,2.288,2.222,1.748,3.988,5.632,6.252,3.336,5.196,6.157,6.71,9.147,10.199,3.157,5.245,10.502,9.491,7.538,6.535,7.416,10.578,5.916,9.615,11.29,7.854,10.725,8.924,7.412,8.181,10.481,6.919,8.733,3.037,8.51,5.41,6.275,5.294,8.181,8.299,10.381,6.615,8.722,6.265,9.654,9.139,4.509,4.931,8.989,9.328,7.536,8.829,9.122,10.729,10.131,5.982,4.502,3.342,7.118,9.942,5.024,2.354,3.321,3.329,2.914,8.921,2.579,4.491,3.327,3.523,16.234,8.784,1.851,5.647,4.566,3.266,10.674,8.0,2.076,3.459,13.029,12.429,3.858,8.841,9.724,11.582,2.667,4.177,5.725,4.988,3.328,4.766,5.03,12.883,3.936,5.002,4.338
