Year,Type,Region,Recipient,Total,African Development Bank,African Development Fund,Arab Bank for Economic Development in Africa,Arab Fund,Asian Development Bank,Asian Infrastructure Investment Bank,Caribbean Development Bank,Central American Bank for Economic Integration,Council of Europe Development Bank,Development Bank of Latin America,European Bank for Reconstruction and Development,European Investment Bank,IDB Invest,Inter-American Development Bank,International Bank for Reconstruction and Development,International Development Association,Islamic Development Bank
2019,ODA Loans,Africa,Mali,35.7367,,0.0,,,,,,,,,,,,,,35.73666,
2019,ODA Loans,Africa,Liberia,1.7422,,,,,,,,,,,,,,,,1.74218,
2019,ODA Loans,Africa,Malawi,6.3189,,0.0,,,,,,,,,,,,,,6.31892,
2019,ODA Loans,Africa,Lesotho,8.2624,,0.0,,,,,,,,,,,,,,8.26244,
2019,ODA Loans,Africa,Gambia,2.8587,,0.0,,,,,,,,,,,,,,2.85866,
2019,ODA Loans,Africa,Kenya,40.4705,,0.43166,,,,,,,,,,,,,,40.03887,
2019,ODA Loans,Africa,Guinea-Bissau,1.671,,0.0,,,,,,,,,,,,,,1.671,
2019,ODA Loans,Africa,Guinea,9.1398,,0.0,,,,,,,,,,,,,,9.13984,
2019,ODA Loans,Africa,Ghana,19.5694,,0.0,,,,,,,,,,,,,,19.56935,
2019,ODA Loans,Asia,Kyrgyzstan,0.386,,,,,0.0,,,,,,,,,,,0.38598,
2019,ODA Loans,Africa,Ethiopia,114.7989,,0.0,,,,,,,,,,,,,,114.79889,
2019,ODA Loans,Africa,Equatorial Guinea,0.0,,0.0,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Egypt,1.6993,,0.0,,1.69929,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Djibouti,0.2127,,0.0,,,,,,,,,,,,,,0.21272,0.0
2019,ODA Loans,Africa,Democratic Republic of the Congo,92.4849,,0.0,,,,,,,,,,,,,,92.4849,
2019,ODA Loans,Africa,C̫te d'Ivoire,31.8299,,,,,,,,,,,,,,,,31.8299,
2019,ODA Loans,Africa,Congo,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Comoros,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Morocco,30.7352,,0.0,,,,,,,,,,30.73525,,,,,0.0
2019,ODA Loans,Africa,Chad,0.0,,0.0,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Central African Republic,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Mauritania,1.4971,,0.0,,0.0,,,,,,,,,,,,1.4971,
2019,ODA Loans,Asia,Armenia,1.3151,,,,,,,,,,,,,,,,1.31511,
2019,ODA Loans,Africa,Mozambique,8.4262,,0.0,,,,,,,,,,,,,,8.42622,
2019,ODA Loans,Africa,Niger,38.8286,,0.0,,,,,,,,,,,,,,38.82856,
2019,ODA Loans,Asia,Indonesia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Cabo Verde,0.0774,,0.07741,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Asia,India,90.3467,,,,,,,,,,,,,,,,90.3467,
2019,ODA Loans,Asia,Georgia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2019,ODA Loans,Asia,China (People's Republic of),0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Asia,Cambodia,8.2526,,,,,3.69937,,,,,,,,,,,4.55326,
2019,ODA Loans,Asia,Bhutan,3.952,,,,,0.0,,,,,,,,,,,3.95202,
2019,ODA Loans,Asia,Bangladesh,56.6103,,,,,12.37145,,,,,,,,,,,44.23887,
2019,ODA Loans,Asia,Azerbaijan,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Asia,Afghanistan,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Loans,Africa,Zimbabwe,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Zambia,14.0293,,0.0,,,,,,,,,,,,,,14.02934,
2019,ODA Loans,Africa,Uganda,21.2834,,5.61732,,,,,,,,,,,,,,15.66606,
2019,ODA Loans,Africa,Tunisia,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Togo,0.5587,,,,,,,,,,,,,,,,0.55873,
2019,ODA Loans,Africa,Tanzania,49.6529,,0.83418,,,,,,,,,,,,,,48.81869,
2019,ODA Loans,Africa,Sierra Leone,5.7576,,0.0,,,,,,,,,,,,,,5.75763,0.0
2019,ODA Loans,Africa,Senegal,17.1978,,0.0,,,,,,,,,,,,,,17.1978,
2019,ODA Loans,Africa,Sao Tome and Principe,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Africa,Rwanda,11.757,,2.5445,,,,,,,,,,,,,,9.21245,
2019,ODA Loans,Africa,Nigeria,171.6413,,0.0,,,,,,,,,,,,,,171.64129,
2019,ODA Loans,Africa,Cameroon,38.423,,0.0,,,,,,,,,,,,,,38.42301,
2019,ODA Grants,North & Central America,Belize,0.1134,,,,,,,,,,,,,,0.11344,,,
2019,ODA Loans,Africa,Burundi,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Grants,North & Central America,Haiti,17.1845,,,,,,,,,,,,,,0.0,,17.1845,
2019,ODA Grants,North & Central America,El Salvador,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,North & Central America,Dominican Republic,0.081,,,,,,,,,,,,,,0.08099,,,
2019,ODA Grants,North & Central America,Costa Rica,0.1329,,,,,,,,,,,,,,0.13294,,,
2019,ODA Grants,North & Central America,"Caribbean, regional",0.4374,,,,,,,0.0,,,,,,,0.4374,,,
2019,ODA Grants,North & Central America,"Caribbean & Central America, regional",0.0,,,,,,,,,,,,,,0.0,,0.0,
2019,ODA Grants,North & Central America,"America, regional",1.002,,,,,,,,,,,,,,1.00198,,,
2019,ODA Grants,Middle East,Yemen,136.8225,,,,0.37363,,,,,,,,,,,,136.44887,
2019,ODA Grants,Middle East,West Bank and Gaza Strip,34.3119,,,,,,,,,,,,,,,,,34.31191
2019,ODA Grants,Middle East,"Middle East, regional",0.0509,,,,0.00719,,,,,,,,,,,,,0.04369
2019,ODA Grants,Middle East,Lebanon,0.4491,,,,0.44907,,,,,,,,,,,,,
2019,ODA Grants,Middle East,Jordan,0.1796,,,,0.17963,,,,,,,,,,,,,
2019,ODA Grants,Middle East,Iraq,0.0,,,,0.0,,,,,,,,,,,,,
2019,ODA Grants,Middle East,Iran,0.0218,,,,,,,,,,,,,,,,,0.02184
2019,ODA Grants,Europe,North Macedonia,0.1076,,,,,,,,,0.10759,,,,,,,,
2019,ODA Grants,Asia,Viet Nam,0.1056,,,,,0.10559,,,,,,,,,,,,
2019,ODA Grants,Asia,Uzbekistan,0.0519,,,,,0.05192,,,,,,,,,,,,
2019,ODA Grants,Asia,Tajikistan,5.1767,,,,,2.90646,,,,,,,,,,,2.27021,
2019,ODA Grants,Asia,Sri Lanka,1.7739,,,,,1.77394,,,,,,,,,,,,
2019,ODA Grants,Asia,"South Asia, regional",0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Loans,Asia,Maldives,1.0964,,,,,,,,,,,,,,,,1.09641,
2019,ODA Grants,Asia,Philippines,0.089,,,,,0.089,,,,,,,,,,,,
2019,ODA Grants,North & Central America,Guatemala,0.1206,,,,,,,,,,,,,,0.12055,,,
2019,ODA Grants,North & Central America,Honduras,0.036,,,,,,,,,,,,,,0.03601,,,
2019,ODA Loans,Africa,Burkina Faso,44.8804,,0.0,,,,,,,,,,,,,,44.88041,
2019,ODA Grants,North & Central America,Jamaica,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,Africa,Botswana,0.0,,0.0,,,,,,,,,,,,,,,
2019,ODA Loans,Africa,Benin,2.7308,,0.0,,,,,,,,,,,,,,2.73081,0.0
2019,ODA Loans,Africa,Angola,0.0,,0.0,,,,,,,,,,,,,,0.0,
2019,ODA Grants,South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,South America,Peru,0.112,,,,,,,,,,,,,,0.11197,,,
2019,ODA Grants,South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,South America,Ecuador,0.0644,,,,,,,,,,,,,,0.06445,,,
2019,ODA Grants,South America,Colombia,0.4044,,,,,,,,,,,,,,0.40438,,,
2019,ODA Grants,South America,Bolivia,0.0216,,,,,,,,,,,,,,0.0216,,,
2019,ODA Grants,South America,Argentina,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,"Other, unspecified","Bilateral, unspecified",0.1638,,,,,,,,,,,,,,,,,0.16382
2019,ODA Grants,Oceania,Vanuatu,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Grants,Oceania,Tuvalu,0.0052,,,,,,,,,,,,,,,,0.00518,
2019,ODA Grants,Oceania,Tonga,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Grants,Oceania,Solomon Islands,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Grants,Oceania,Samoa,2.7128,,,,,0.01094,,,,,,,,,,,2.70187,
2019,ODA Grants,Oceania,Papua New Guinea,0.255,,,,,0.25501,,,,,,,,,,,,
2019,ODA Grants,Oceania,"Oceania, regional",0.2041,,,,,0.20409,,,,,,,,,,,,
2019,ODA Grants,Oceania,Marshall Islands,0.403,,,,,,,,,,,,,,,,0.403,
2019,ODA Grants,North & Central America,Panama,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,North & Central America,Nicaragua,10.1021,,,,,,,,,,,,,,0.00125,,10.10087,
2019,ODA Loans,Asia,Lao People's Democratic Republic,12.8282,,,,,1.7819,,,,,,,,,,,11.04627,
2019,Other Official Flows (non Export Credit),Europe,Albania,7.12,,,,,,,,,6.11296,,,,,,1.00707,,
2019,ODA Loans,Asia,Mongolia,6.646,,,,,5.78128,,,,,,,,,,,0.86471,
2019,Other Official Flows (non Export Credit),Middle East,Jordan,27.3339,,,,,,,,,,,,,,,27.33386,,
2019,Other Official Flows (non Export Credit),Europe,Ukraine,59.3532,,,,,,,,,,,,,,,59.35316,,
2019,Other Official Flows (non Export Credit),Europe,Turkey,19.5444,,,,,,,,,,,,,,,19.54435,,
2019,Other Official Flows (non Export Credit),Europe,Serbia,95.4638,,,,,,,,,85.58148,,,,,,9.88231,,
2019,Other Official Flows (non Export Credit),Europe,North Macedonia,0.0,,,,,,,,,0.0,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Europe,Montenegro,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Asia,Uzbekistan,0.0,,,,,0.0,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Asia,Sri Lanka,27.5434,,,,,,,,,,,,,,,27.54341,,
2019,Other Official Flows (non Export Credit),Asia,Philippines,76.2042,,,,,48.05425,,,,,,,,,,28.14996,,
2019,Other Official Flows (non Export Credit),Asia,Pakistan,30.572,,,,,30.57205,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Asia,Mongolia,16.819,,,,,16.81899,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),Asia,Kazakhstan,9.2469,,,,,,,,,,,,,,,9.2469,,
2019,Other Official Flows (non Export Credit),Asia,Indonesia,70.5965,,,,,0.00919,,,,,,,,,,70.58732,,
2019,Other Official Flows (non Export Credit),Asia,India,128.7451,,,,,60.0931,,,,,,,,,,68.65201,,
2019,Other Official Flows (non Export Credit),Asia,Georgia,7.4464,,,,,7.44642,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Asia,China (People's Republic of),175.1737,,,,,0.48324,,,,,,,,,,174.69047,,
2019,Other Official Flows (non Export Credit),Asia,Bangladesh,0.0,,,,,,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Asia,Azerbaijan,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Asia,"Asia, regional",8.1607,,,,,8.1607,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),Asia,Armenia,5.5407,,,,,5.54071,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),Africa,Tunisia,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Africa,Sierra Leone,0.0,,,,,,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Middle East,Iraq,9.9436,,,,,,,,,,,,,,,9.94357,,
2019,Other Official Flows (non Export Credit),Middle East,Lebanon,2.6211,,,,,,,,,,,,,,,2.62114,,
2019,Other Official Flows (non Export Credit),Africa,Morocco,68.2075,0.0,,,,,,,,,,,,,,68.20749,,0.0
2019,Other Official Flows (non Export Credit),North & Central America,Belize,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Grants,Asia,Mongolia,1.1701,,,,,1.17012,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),South America,Suriname,0.2032,,,,,,,,,,,,,,0.20325,,,
2019,Other Official Flows (non Export Credit),South America,Peru,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,0.0,,
2019,Other Official Flows (non Export Credit),South America,Ecuador,0.0,,,,,,,,,,,,,,0.0,0.0,,
2019,Other Official Flows (non Export Credit),South America,Colombia,0.0,,,,,,,,,,,,,,0.0,0.0,,
2019,Other Official Flows (non Export Credit),South America,Brazil,189.3836,,,,,,,,,,,,,,149.49503,39.88863,,
2019,Other Official Flows (non Export Credit),South America,Bolivia,7.787,,,,,,,,,,,,,,,7.78697,,
2019,Other Official Flows (non Export Credit),South America,Argentina,86.7797,,,,,,,,,,,,,0.0,5.46071,81.31898,,
2019,Other Official Flows (non Export Credit),Oceania,Papua New Guinea,55.875,,,,,55.87502,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Oceania,Cook Islands,0.0,,,,,0.0,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Saint Lucia,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Panama,11.7678,,,,,,,,,,,,,,11.76783,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Mexico,11.0399,,,,,,,,,,,,,,11.03989,,,
2019,Other Official Flows (non Export Credit),North & Central America,Jamaica,0.8291,,,,,,,,,,,,,,0.8291,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Guatemala,1.0207,,,,,,,,,,,,,,0.0,1.02066,,
2019,Other Official Flows (non Export Credit),North & Central America,Grenada,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,El Salvador,6.9969,,,,,,,,,,,,,,6.9969,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Dominican Republic,10.3799,,,,,,,,,,,,,,10.37988,0.0,,
2019,Other Official Flows (non Export Credit),North & Central America,Costa Rica,66.6207,,,,,,,,,,,,,,1.09214,65.52852,,
2019,Other Official Flows (non Export Credit),Africa,Nigeria,0.0,,,,,,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Africa,Gabon,35.1631,,,,,,,,,,,,,,,35.16313,,
2019,ODA Loans,Asia,Myanmar,11.1092,,,,,3.0558,,,,,,,,,,,8.05342,
2019,ODA Loans,North & Central America,Honduras,5.4607,,,,,,,,,,,,,,5.46071,,0.0,
2019,ODA Loans,North & Central America,Grenada,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,North & Central America,El Salvador,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,North & Central America,Dominican Republic,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,North & Central America,Dominica,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Middle East,Yemen,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Middle East,Jordan,0.0,,,,0.0,,,,,,,,,,,,,
2019,ODA Loans,Europe,Turkey,77.5708,,,,,,,,,,,,77.57085,,,,,
2019,ODA Loans,Europe,Serbia,27.6617,,,,,,,,,,,,27.66172,,,,0.0,
2019,ODA Loans,Europe,North Macedonia,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Europe,Montenegro,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Europe,Moldova,3.4314,,,,,,,,,1.30451,,,,,,,2.12687,
2019,ODA Loans,Europe,Kosovo,1.2828,,,,,,,,,,,,,,,,1.28278,
2019,ODA Loans,Europe,Bosnia and Herzegovina,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,
2019,ODA Loans,Europe,Albania,0.0,,,,,,,,,0.0,,,,,,,0.0,
2019,ODA Loans,Asia,Viet Nam,55.038,,,,,27.01287,,,,,,,,,,,28.02515,
2019,ODA Loans,Asia,Uzbekistan,9.9323,,,,,0.74591,,,,,,,,,,,9.18635,
2019,ODA Loans,Asia,Tajikistan,3.1663,,,,,0.0,,,,,,,,,,,3.16629,
2019,ODA Loans,Asia,Sri Lanka,4.1503,,,,,3.10183,,,,,,,,,,,1.04846,
2019,ODA Loans,Asia,Philippines,0.0,,,,,0.0,,,,,,,,,,,0.0,
2019,ODA Loans,Asia,Pakistan,37.2966,,,,,0.0,,,,,,,,,,,37.29662,
2019,ODA Loans,Asia,Nepal,44.6019,,,,,0.0,,,,,,,,,,,44.60194,
2019,ODA Loans,North & Central America,Guatemala,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,North & Central America,Nicaragua,44.6598,,,,,,,,,,,,,,38.41477,,6.24505,
2019,Other Official Flows (non Export Credit),Africa,Eswatini,0.0,,,,,,,,,,,,,,,0.0,,
2019,ODA Loans,North & Central America,Saint Lucia,1.0894,,,,,,,,,,,,,,,,1.08942,
2019,Other Official Flows (non Export Credit),Africa,Equatorial Guinea,0.0,0.0,,,,,,,,,,,,,,,,
2019,Other Official Flows (non Export Credit),Africa,Egypt,125.0988,,,,,,,,,,,,,,,125.09883,,
2019,Other Official Flows (non Export Credit),Africa,Djibouti,0.0,,,,,,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Africa,Botswana,0.0,,,,,,,,,,,,,,,0.0,,
2019,Other Official Flows (non Export Credit),Africa,Benin,0.0,,,,,,,,,,,,,,,,,0.0
2019,Other Official Flows (non Export Credit),Africa,Angola,32.271,,,,,,,,,,,,,,,32.27103,,
2019,Other Official Flows (non Export Credit),Africa,"Africa, regional",2.6028,0.2288,,,,,,,,,,,2.37399,,,,,
2019,ODA Loans,South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,0.0
2019,ODA Loans,South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,South America,Guyana,3.2882,,,,,,,,,,,,,,3.28825,,,
2019,ODA Loans,South America,Ecuador,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,South America,Bolivia,63.5737,,,,,,,,,,,,,,60.7123,,2.86141,
2019,ODA Loans,South America,Argentina,0.0,,,,,,,,,,,,,,0.0,,,
2019,ODA Loans,Oceania,Vanuatu,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Loans,Oceania,Tonga,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Oceania,Solomon Islands,0.0,,,,,0.0,,,,,,,,,,,0.0,
2019,ODA Loans,Oceania,Samoa,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Loans,Oceania,Papua New Guinea,4.3984,,,,,0.54043,,,,,,,,,,,3.858,
2019,ODA Loans,Oceania,Micronesia,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Loans,Oceania,Marshall Islands,0.0,,,,,0.0,,,,,,,,,,,,
2019,ODA Loans,North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Grants,Asia,Pakistan,0.0715,,,,,0.07152,,,,,,,,,,,,
2019,ODA Grants,Asia,Maldives,1.0964,,,,,,,,,,,,,,,,1.09641,
2019,ODA Grants,Africa,Djibouti,0.0153,,,,,,,,,,,,,,,,0.0,0.01529
2019,ODA Grants,Africa,Democratic Republic of the Congo,113.9821,,,,,,,,,,,,,,,,113.98213,
2019,ODA Grants,Africa,Mali,6.1708,,,,,,,,,,,,,,,,6.1708,
2019,ODA Grants,Africa,Malawi,4.2922,,,,,,,,,,,,,,,,4.29215,
2019,ODA Grants,Africa,Madagascar,10.5698,,,,,,,,,,,,,,,,10.56984,
2019,ODA Grants,Africa,Libya,0.0164,,,,,,,,,,,,,,,,,0.01638
2019,ODA Grants,Africa,Guinea-Bissau,0.6462,,,,,,,,,,,,,,,,0.57958,0.06662
2019,ODA Grants,Africa,Guinea,8.4718,,,,,,,,,,,,,,,,8.47178,
2019,ODA Grants,Africa,Ghana,1.3761,,,,,,,,,,,,,,,,1.3761,
2019,ODA Grants,Africa,Gambia,0.4824,,,,,,,,,,,,,,,,0.48241,
2019,ODA Grants,Africa,Ethiopia,2.0239,,,,,,,,,,,,,,,,2.02387,
2019,ODA Grants,Africa,"Eastern Africa, regional",0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Grants,Africa,C̫te d'Ivoire,10.4508,,,,,,,,,,,,,,,,10.45084,
2019,ODA Grants,Africa,Mozambique,6.64,,,,,,,,,,,,,,,,6.64001,
2019,ODA Grants,Africa,Comoros,0.3948,,,,,,,,,,,,,,,,0.33031,0.06444
2019,ODA Grants,Africa,Chad,10.3177,,,,,,,,,,,,,,,,9.7498,0.56791
2019,ODA Grants,Africa,Central African Republic,22.7295,,,,,,,,,,,,,,,,22.72951,
2019,ODA Grants,Africa,Cabo Verde,0.0,,,0.0,,,,,,,,,,,,,,
2019,ODA Grants,Africa,Burundi,37.6078,,0.0,,,,,,,,,,,,,,37.60781,
2019,ODA Grants,Africa,Burkina Faso,12.4249,,,,,,,,,,,,,,,,12.28728,0.13761
2019,ODA Grants,Africa,Benin,12.064,,,,,,,,,,,,,,,,12.06397,
2019,ODA Grants,Africa,"Africa, regional",6.1272,,,,,,,,,,,,,,,,6.1272,
2019,Equity Investment,Africa,"Africa, regional",5.3074,,,,,,,,,,,,5.30736,,,,,
2019,ODA Grants,Asia,Malaysia,0.0459,,,,,,,,,,,,,,,,,0.04587
2019,ODA Grants,Africa,Mauritania,6.2788,,,,,,,,,,,,,,,,6.25152,0.0273
2019,ODA Grants,Africa,Liberia,7.1047,,,,,,,,,,,,,,,,7.10471,
2019,ODA Grants,Africa,Niger,30.6351,,,,,,,,,,,,,,,,30.63508,
2019,ODA Grants,Asia,Armenia,0.3513,,,,,0.35131,,,,,,,,,,,,
2019,ODA Grants,Asia,Lao People's Democratic Republic,3.4154,,,,,2.95328,,,,,,,,,,,0.46209,
2019,ODA Grants,Asia,Kyrgyzstan,0.0,,,,,,,,,,,,,,,,0.0,
2019,ODA Grants,Asia,Kazakhstan,0.1518,,,,,,,,,,,,,,,,,0.15181
2019,ODA Grants,Asia,Indonesia,0.109,,,,,,,,,,,,,,,,,0.10904
2019,ODA Grants,Asia,India,0.2588,,,,,0.2588,,,,,,,,,,,,
2019,ODA Grants,Asia,"Far East Asia, regional",0.6269,,,,,0.62693,,,,,,,,,,,,
2019,ODA Grants,Africa,Rwanda,0.0894,,,,,,,,,,,,,,,,0.08937,
2019,ODA Grants,Asia,"Central Asia, regional",0.1068,,,,,0.10683,,,,,,,,,,,,
2019,ODA Grants,Asia,Bhutan,9.5115,,,,,9.51154,,,,,,,,,,,,
2019,ODA Grants,Asia,Bangladesh,13.1103,,,,,0.13841,,,,,,,,,,,12.75346,0.21842
2019,ODA Grants,Asia,"Asia, regional",0.7914,,,,,0.79145,,,,,,,,,,,,
2019,ODA Grants,Asia,China (People's Republic of),0.6732,,,,,0.67324,,,,,,,,,,,,
2019,ODA Grants,Africa,Tunisia,0.1135,0.11351,,,,,,,,,,,,,,,,
2019,ODA Grants,Africa,Togo,1.7923,,,,,,,,,,,,,,,,1.79228,
2019,ODA Grants,Africa,Tanzania,0.1638,,,,,,,,,,,,,,,,,0.16382
2019,ODA Grants,Africa,Sudan,7.8382,,6.0778,,1.76036,,,,,,,,,,,,,
2019,ODA Grants,Africa,South Sudan,84.4075,,,,,,,,,,,,,,,,84.40752,
2019,ODA Grants,Africa,Somalia,2.9593,,,,,,,,,,,,,,,,2.95933,
2019,ODA Grants,Africa,Sierra Leone,13.8268,,,,,,,,,,,,,,,,13.28077,0.54607
2019,ODA Grants,Africa,Senegal,0.0251,,,,,,,,,,,,,,,,,0.02512
2019,ODA Grants,Asia,Afghanistan,65.4318,,,,,,,,,,,,,,,,65.13144,0.30034
2018,ODA Grants,South America,Suriname,0.0976,,,,,,,,,,,,,,0.09757,,,
2018,ODA Grants,South America,Argentina,0.0368,,,,,,,,,,,,,,0.03683,,,
2018,ODA Grants,Oceania,Samoa,1.2905,,,,,1.2905,,,,,,,,,,,0.0,
2018,ODA Grants,Oceania,Tonga,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Grants,Oceania,Tuvalu,1.5415,,,,,0.0,,,,,,,,,,,1.54152,
2018,ODA Grants,Oceania,Vanuatu,0.5366,,,,,0.53655,,,,,,,,,,,,
2018,ODA Grants,South America,Peru,0.4027,,,,,,,,,,,,,,0.40271,,,
2018,ODA Grants,South America,Bolivia,0.8285,,,,,,,,,,,,,,0.82847,,,
2018,ODA Grants,South America,Brazil,0.4105,,,,,,,,,,,,,,0.41053,,,
2018,ODA Grants,South America,Ecuador,0.0766,,,,,,,,,,,,,,0.07659,,,
2018,ODA Grants,South America,Guyana,0.1584,,,,,,,,,,,,,,0.15845,,,0.0
2018,ODA Grants,North & Central America,Panama,0.3318,,,,,,,,,,,,,,0.33182,,,
2018,ODA Grants,Oceania,Papua New Guinea,0.412,,,,,0.41199,,,,,,,,,,,,
2018,ODA Grants,South America,Colombia,0.0954,,,,,,,,,,,,,,0.09543,,,
2018,ODA Grants,North & Central America,Nicaragua,10.994,,,,,,,,,,,,,,0.24434,,10.74969,
2018,ODA Grants,North & Central America,Mexico,0.5077,,,,,,,,,,,,,,0.50766,,,
2018,ODA Grants,North & Central America,Jamaica,0.3359,,,,,,,,,,,,,,0.33587,,,
2018,ODA Grants,North & Central America,Honduras,0.2188,,,,,,,,,,,,,,0.21881,,,
2018,ODA Grants,North & Central America,Haiti,20.3028,,,,,,,,,,,,,,0.08047,,20.22236,
2018,ODA Grants,North & Central America,Guatemala,0.5797,,,,,,,,,,,,,,0.57974,,,
2018,ODA Grants,North & Central America,El Salvador,0.007,,,,,,,,,,,,,,0.007,,,
2018,ODA Grants,North & Central America,Dominican Republic,0.104,,,,,,,,,,,,,,0.10396,,,
2018,ODA Grants,North & Central America,Costa Rica,0.0974,,,,,,,,,,,,,,0.09745,,,
2018,ODA Grants,North & Central America,Belize,0.038,,,,,,,,,,,,,,0.03799,,,
2018,ODA Grants,North & Central America,"America, regional",1.5066,,,,,,,,,,,,,,1.50659,,,
2018,ODA Grants,Middle East,Yemen,131.0527,,,,0.0,,,,,,,,,,,,131.0527,
2018,ODA Loans,Africa,Benin,12.9521,,0.0,,,,,,,,,,,,,,12.95207,
2018,ODA Loans,Africa,Angola,0.3109,,0.0,,,,,,,,,,,,,,0.31087,
2018,ODA Loans,Africa,Mauritania,1.1918,,0.0,,0.0,,,,,,,,,,,,1.19183,
2018,ODA Loans,Africa,Botswana,0.0,,0.0,,,,,,,,,,,,,,,
2018,ODA Loans,Africa,Burkina Faso,13.9585,,0.0,,,,,,,,,,,,,,13.95851,
2018,ODA Loans,Africa,Mozambique,2.3327,,0.0,,,,,,,,,,,,,,2.33267,
2018,ODA Loans,Africa,Morocco,0.0,,0.0,,,,,,,,,,0.0,,,,,
