iso3_code,year,value,condition,source,entity_name,value_annotation
LBR,2020,67959656.43844344,Maternal health,Private and out-of-pocket,Liberia,67.96 million
LBR,2020,2554472.8849044265,Noncommunicable diseases,External,Liberia,2.55 million
LBR,2020,12284930.943410128,HIV/AIDS and other STDs,Private and out-of-pocket,Liberia,12.28 million
LBR,2020,7527708.541519662,Malaria,Domestic government,Liberia,7.53 million
LBR,2020,4815946.373450954,Family planning,External,Liberia,4.82 million
LBR,2020,13310844.935005002,Injuries,Private and out-of-pocket,Liberia,13.31 million
LBR,2020,3688528.248260542,Maternal health,Domestic government,Liberia,3.69 million
LBR,2020,6438140.4493163545,Injuries,Domestic government,Liberia,6.44 million
LBR,2020,8033860.35036565,Tuberculosis,Private and out-of-pocket,Liberia,8.03 million
MDG,2021,236.09852425108951,Family planning,Private and out-of-pocket,Madagascar,236
MDG,2021,25309327.616906025,Noncommunicable diseases,Private and out-of-pocket,Madagascar,25.31 million
MDG,2021,1291948.7035521052,Maternal health,Domestic government,Madagascar,1.29 million
MDG,2021,506024.1658172534,Injuries,Domestic government,Madagascar,"506,024"
MDG,2021,1220436.8166962157,Injuries,Private and out-of-pocket,Madagascar,1.22 million
MDG,2021,7970960.076833432,Maternal health,External,Madagascar,7.97 million
MDG,2021,135509.5923699929,Tuberculosis,External,Madagascar,"135,510"
MDG,2021,5581443.834402798,HIV/AIDS and other STDs,Private and out-of-pocket,Madagascar,5.58 million
MDG,2021,2692165.5619561505,HIV/AIDS and other STDs,Domestic government,Madagascar,2.69 million
MDG,2021,15633806.72761988,Nutritional deficiencies,Domestic government,Madagascar,15.63 million
MDG,2021,19595699.62852774,Family planning,External,Madagascar,19.60 million
MDG,2021,316926.3890888419,Tuberculosis,Private and out-of-pocket,Madagascar,"316,926"
MDG,2021,2725888.0839370233,Nutritional deficiencies,Private and out-of-pocket,Madagascar,2.73 million
MDG,2021,23608091.081988715,Malaria,Domestic government,Madagascar,23.61 million
MDG,2021,145924.7594426629,Tuberculosis,Domestic government,Madagascar,"145,925"
MDG,2021,10441593.299856612,HIV/AIDS and other STDs,External,Madagascar,10.44 million
MDG,2021,672422.5990452071,Noncommunicable diseases,External,Madagascar,"672,423"
MDG,2021,16768957.864176111,Nutritional deficiencies,External,Madagascar,16.77 million
MDG,2021,9322078.799189664,Noncommunicable diseases,Domestic government,Madagascar,9.32 million
MDG,2021,28251.99988540276,Injuries,External,Madagascar,"28,252"
MDG,2021,44104671.03920024,Malaria,Private and out-of-pocket,Madagascar,44.10 million
MDG,2021,67994104.79221639,Malaria,External,Madagascar,67.99 million
MDG,2021,2414736.475261469,Maternal health,Private and out-of-pocket,Madagascar,2.41 million
MWI,2019,14677072.939510511,Injuries,Domestic government,Malawi,14.68 million
MWI,2019,7046769.854363384,Noncommunicable diseases,External,Malawi,7.05 million
MWI,2019,3608893.43748656,Injuries,External,Malawi,3.61 million
MWI,2019,81504.73345440469,Maternal health,Private and out-of-pocket,Malawi,"81,505"
MWI,2019,11812834.761095626,Maternal health,External,Malawi,11.81 million
MWI,2019,220650593.13915563,HIV/AIDS and other STDs,External,Malawi,220.65 million
MWI,2019,27562625.55763509,Nutritional deficiencies,External,Malawi,27.56 million
MWI,2019,3798147.154658443,Family planning,Domestic government,Malawi,3.80 million
MWI,2019,10371686.538198875,Tuberculosis,External,Malawi,10.37 million
MWI,2019,3586753.1861218507,Family planning,Private and out-of-pocket,Malawi,3.59 million
MWI,2019,14283535.658510618,Injuries,Private and out-of-pocket,Malawi,14.28 million
MWI,2019,34191.62808006758,Maternal health,Domestic government,Malawi,"34,192"
MWI,2019,48493931.8235958,HIV/AIDS and other STDs,Domestic government,Malawi,48.49 million
MWI,2019,18778566.771168277,Noncommunicable diseases,Domestic government,Malawi,18.78 million
MWI,2019,31744881.813686963,Malaria,Private and out-of-pocket,Malawi,31.74 million
MWI,2019,15876699.42135694,Nutritional deficiencies,Private and out-of-pocket,Malawi,15.88 million
MWI,2019,16291098.69264449,Nutritional deficiencies,Domestic government,Malawi,16.29 million
MWI,2019,4884464.0237278035,Tuberculosis,Domestic government,Malawi,4.88 million
MWI,2019,18272521.122683898,Noncommunicable diseases,Private and out-of-pocket,Malawi,18.27 million
MWI,2019,44331020.606454186,Malaria,External,Malawi,44.33 million
MWI,2019,32685966.26287247,Malaria,Domestic government,Malawi,32.69 million
MWI,2019,4761176.157053554,Tuberculosis,Private and out-of-pocket,Malawi,4.76 million
MWI,2019,44910692.09840145,Family planning,External,Malawi,44.91 million
MWI,2019,47226150.658426486,HIV/AIDS and other STDs,Private and out-of-pocket,Malawi,47.23 million
MLI,2020,18797740.544033237,Malaria,External,Mali,18.80 million
MLI,2020,2408083.1801091577,Family planning,Private and out-of-pocket,Mali,2.41 million
MLI,2020,2942102.6545987227,Nutritional deficiencies,External,Mali,2.94 million
MLI,2020,140500242.3050946,Noncommunicable diseases,Domestic government,Mali,140.50 million
MLI,2020,1986521.169514331,HIV/AIDS and other STDs,Private and out-of-pocket,Mali,1.99 million
MLI,2020,1122798.607277258,HIV/AIDS and other STDs,External,Mali,1.12 million
MLI,2020,133887.75596337763,Tuberculosis,Private and out-of-pocket,Mali,"133,888"
MLI,2020,178231161.94419947,Malaria,Private and out-of-pocket,Mali,178.23 million
MLI,2020,30590354.218332093,Injuries,Private and out-of-pocket,Mali,30.59 million
MLI,2020,511562.4284795599,Family planning,External,Mali,"511,562"
MLI,2020,56456893.979805544,Noncommunicable diseases,Private and out-of-pocket,Mali,56.46 million
MLI,2020,5373924.820681197,Nutritional deficiencies,Private and out-of-pocket,Mali,5.37 million
MLI,2020,2622099.054404061,Tuberculosis,External,Mali,2.62 million
MLI,2020,21544299.640609626,Injuries,Domestic government,Mali,21.54 million
MLI,2020,565191.1572717833,Noncommunicable diseases,External,Mali,"565,191"
MLI,2020,4480186.47318384,HIV/AIDS and other STDs,Domestic government,Mali,4.48 million
MLI,2020,107706.06766172212,Maternal health,Private and out-of-pocket,Mali,"107,706"
MLI,2020,298467.0861299816,Maternal health,External,Mali,"298,467"
MLI,2020,464018.1254968553,Injuries,External,Mali,"464,018"
MLI,2020,39765.18496488487,Nutritional deficiencies,Domestic government,Mali,"39,765"
MLI,2020,52759458.15182331,Malaria,Domestic government,Mali,52.76 million
MRT,2021,51763027.15594423,Noncommunicable diseases,Domestic government,Mauritania,51.76 million
MRT,2021,19458557.941524092,Malaria,Private and out-of-pocket,Mauritania,19.46 million
MRT,2021,1639779.0513279012,Family planning,External,Mauritania,1.64 million
MRT,2021,3596028.0200956436,Maternal health,Private and out-of-pocket,Mauritania,3.60 million
MRT,2021,258224.675181578,Tuberculosis,External,Mauritania,"258,225"
MRT,2021,3866752.59572134,Maternal health,Domestic government,Mauritania,3.87 million
MRT,2021,850228.3392589164,Maternal health,External,Mauritania,"850,228"
MRT,2021,3049875.9089555973,Injuries,Domestic government,Mauritania,3.05 million
MRT,2021,11987905.799055671,Malaria,Domestic government,Mauritania,11.99 million
MRT,2021,4090600.97586681,Noncommunicable diseases,External,Mauritania,4.09 million
MRT,2021,73960019.52221906,Noncommunicable diseases,Private and out-of-pocket,Mauritania,73.96 million
MRT,2021,5306883.29407445,Injuries,Private and out-of-pocket,Mauritania,5.31 million
MRT,2021,2461333.8290024977,HIV/AIDS and other STDs,External,Mauritania,2.46 million
MRT,2021,631394.0342887198,Nutritional deficiencies,External,Mauritania,"631,394"
MRT,2021,1338620.6074944015,HIV/AIDS and other STDs,Domestic government,Mauritania,1.34 million
MRT,2021,651406.3325837173,Malaria,External,Mauritania,"651,406"
MRT,2021,214669.6861675327,Tuberculosis,Domestic government,Mauritania,"214,670"
MRT,2021,910028.4417703452,Nutritional deficiencies,Domestic government,Mauritania,"910,028"
MRT,2021,18715588.070331663,HIV/AIDS and other STDs,Private and out-of-pocket,Mauritania,18.72 million
MUS,2019,614107.1407918129,HIV/AIDS and other STDs,External,Mauritius,"614,107"
MUS,2019,0.0,Malaria,External,Mauritius,0
MUS,2019,902001.7136467564,HIV/AIDS and other STDs,Private and out-of-pocket,Mauritius,"902,002"
MUS,2019,299626926.4889746,Noncommunicable diseases,Private and out-of-pocket,Mauritius,299.63 million
MUS,2019,14053791.22243886,Injuries,Private and out-of-pocket,Mauritius,14.05 million
MUS,2019,3825.493726919475,Maternal health,External,Mauritius,"3,825"
MUS,2019,30292875.88284895,Injuries,Domestic government,Mauritius,30.29 million
MUS,2019,640.4321260755612,Tuberculosis,Domestic government,Mauritius,640
MUS,2019,0.0,Malaria,Domestic government,Mauritius,0
MUS,2019,8127993.265693492,Maternal health,Domestic government,Mauritius,8.13 million
MUS,2019,3531915.5431928094,Nutritional deficiencies,Domestic government,Mauritius,3.53 million
MUS,2019,1443129.4394797075,HIV/AIDS and other STDs,Domestic government,Mauritius,1.44 million
MUS,2019,190181.390255855,Noncommunicable diseases,External,Mauritius,"190,181"
MUS,2019,225802466.44336697,Noncommunicable diseases,Domestic government,Mauritius,225.80 million
MUS,2019,120020.8575837403,Family planning,Private and out-of-pocket,Mauritius,"120,021"
MUS,2019,17465.37442165958,Nutritional deficiencies,External,Mauritius,"17,465"
MUS,2019,26668.110698093868,Nutritional deficiencies,Private and out-of-pocket,Mauritius,"26,668"
MUS,2019,1319290.0982428973,Family planning,Domestic government,Mauritius,1.32 million
MUS,2019,7309822.453571167,Maternal health,Private and out-of-pocket,Mauritius,7.31 million
MUS,2019,6034.052014171163,Tuberculosis,External,Mauritius,"6,034"
MDA,2018,212559.00208181175,HIV/AIDS and other STDs,Private and out-of-pocket,Moldova,"212,559"
MDA,2018,35175915.28374572,Maternal health,Domestic government,Moldova,35.18 million
MDA,2018,1701056.6739543416,Nutritional deficiencies,Private and out-of-pocket,Moldova,1.70 million
MDA,2018,5034529.705318959,Injuries,Private and out-of-pocket,Moldova,5.03 million
MDA,2018,546615.8278043023,Nutritional deficiencies,External,Moldova,"546,616"
MDA,2018,10487770.27081973,Nutritional deficiencies,Domestic government,Moldova,10.49 million
MDA,2018,0.0,Family planning,Domestic government,Moldova,0
MDA,2018,323297.45958628965,Tuberculosis,Private and out-of-pocket,Moldova,"323,297"
MDA,2018,0.0,Malaria,Domestic government,Moldova,0
MDA,2018,31040110.239024952,Injuries,Domestic government,Moldova,31.04 million
MDA,2018,21652266.10596902,Noncommunicable diseases,External,Moldova,21.65 million
MDA,2018,1310520.687237227,HIV/AIDS and other STDs,Domestic government,Moldova,1.31 million
MDA,2018,0.0,Family planning,Private and out-of-pocket,Moldova,0
MDA,2018,1993272.57399086,Tuberculosis,Domestic government,Moldova,1.99 million
MDA,2018,0.0,Malaria,External,Moldova,0
MDA,2018,68303.4884468964,HIV/AIDS and other STDs,External,Moldova,"68,303"
MDA,2018,103888.07443768773,Tuberculosis,External,Moldova,"103,888"
MDA,2018,1833345.9333098535,Maternal health,External,Moldova,1.83 million
MDA,2018,67381387.92310627,Noncommunicable diseases,Private and out-of-pocket,Moldova,67.38 million
MDA,2018,415436201.41486615,Noncommunicable diseases,Domestic government,Moldova,415.44 million
MDA,2018,0.0,Malaria,Private and out-of-pocket,Moldova,0
MDA,2018,5705333.058954733,Maternal health,Private and out-of-pocket,Moldova,5.71 million
MDA,2018,1617790.6656203226,Injuries,External,Moldova,1.62 million
MDA,2018,0.0,Family planning,External,Moldova,0
MOZ,2018,34062562.44741564,HIV/AIDS and other STDs,Private and out-of-pocket,Mozambique,34.06 million
MOZ,2018,8549043.2503844,Tuberculosis,External,Mozambique,8.55 million
MOZ,2018,9726300.43792428,Nutritional deficiencies,Domestic government,Mozambique,9.73 million
MOZ,2018,1954.1059031365392,Injuries,External,Mozambique,"1,954"
MOZ,2018,3964464.893469278,Noncommunicable diseases,Domestic government,Mozambique,3.96 million
MOZ,2018,69734731.7736714,Nutritional deficiencies,External,Mozambique,69.73 million
MOZ,2018,154318.6973507916,Family planning,Private and out-of-pocket,Mozambique,"154,319"
MOZ,2018,10562706.866959082,Maternal health,External,Mozambique,10.56 million
MOZ,2018,77403.83549130235,Tuberculosis,Domestic government,Mozambique,"77,404"
MOZ,2018,4780218.52671127,Injuries,Private and out-of-pocket,Mozambique,4.78 million
MOZ,2018,512773352.4653047,HIV/AIDS and other STDs,External,Mozambique,512.77 million
MOZ,2018,1239752.7315173354,Noncommunicable diseases,External,Mozambique,1.24 million
MOZ,2018,25084384.578653004,Malaria,Domestic government,Mozambique,25.08 million
MOZ,2018,10584821.105256869,Malaria,Private and out-of-pocket,Mozambique,10.58 million
MOZ,2018,13039833.418524943,Family planning,External,Mozambique,13.04 million
MOZ,2018,88329408.48607217,Malaria,External,Mozambique,88.33 million
MOZ,2018,5154114.951365038,Family planning,Domestic government,Mozambique,5.15 million
MOZ,2018,67164726.98220855,HIV/AIDS and other STDs,Domestic government,Mozambique,67.16 million
MOZ,2018,7112246.259947866,Noncommunicable diseases,Private and out-of-pocket,Mozambique,7.11 million
MOZ,2018,23923.16817070209,Maternal health,Private and out-of-pocket,Mozambique,"23,923"
MOZ,2018,21639700.751686197,Maternal health,Domestic government,Mozambique,21.64 million
MMR,2022,912213.0038374582,Family planning,Domestic government,Myanmar,"912,213"
MMR,2022,241.8729372081632,Injuries,External,Myanmar,242
MMR,2022,18100365.012527134,Family planning,External,Myanmar,18.10 million
MMR,2022,242551995.53753525,Maternal health,Private and out-of-pocket,Myanmar,242.55 million
MMR,2022,31445645.1399076,Family planning,Private and out-of-pocket,Myanmar,31.45 million
MMR,2022,281863.9649993564,Noncommunicable diseases,External,Myanmar,"281,864"
MMR,2022,22056026.306415003,HIV/AIDS and other STDs,Private and out-of-pocket,Myanmar,22.06 million
MMR,2022,747956.0250100303,Malaria,Private and out-of-pocket,Myanmar,"747,956"
MMR,2022,32391347.041587096,Tuberculosis,Private and out-of-pocket,Myanmar,32.39 million
MMR,2022,10955620.035237618,Nutritional deficiencies,External,Myanmar,10.96 million
MMR,2022,3079608.4859403367,Tuberculosis,Domestic government,Myanmar,3.08 million
MMR,2022,9020032.982830755,Maternal health,External,Myanmar,9.02 million
MMR,2022,2987434.0048510944,Nutritional deficiencies,Private and out-of-pocket,Myanmar,2.99 million
MMR,2022,39332146.878591955,Maternal health,Domestic government,Myanmar,39.33 million
MMR,2022,31586180.240611408,Tuberculosis,External,Myanmar,31.59 million
MMR,2022,5934221.737181437,Nutritional deficiencies,Domestic government,Myanmar,5.93 million
MMR,2022,32508879.95647902,HIV/AIDS and other STDs,Domestic government,Myanmar,32.51 million
MMR,2022,112574775.00162588,Noncommunicable diseases,Domestic government,Myanmar,112.57 million
MMR,2022,164299.50707171418,Malaria,Domestic government,Myanmar,"164,300"
MMR,2022,26378455.746698376,Injuries,Domestic government,Myanmar,26.38 million
MMR,2022,204040203.8644084,Injuries,Private and out-of-pocket,Myanmar,204.04 million
MMR,2022,42464804.37385449,Malaria,External,Myanmar,42.46 million
MMR,2022,190789936.75419313,HIV/AIDS and other STDs,External,Myanmar,190.79 million
MMR,2022,1061742982.9418333,Noncommunicable diseases,Private and out-of-pocket,Myanmar,1.06 billion
NAM,2019,1113748.5883480418,Malaria,Private and out-of-pocket,Namibia,1.11 million
NAM,2019,4551237.167993836,Malaria,External,Namibia,4.55 million
NAM,2019,578260.281973727,Family planning,Private and out-of-pocket,Namibia,"578,260"
NAM,2019,115829.70400431044,Family planning,External,Namibia,"115,830"
NAM,2019,62011679.86346723,HIV/AIDS and other STDs,Domestic government,Namibia,62.01 million
NAM,2019,57406714.59427884,Maternal health,Domestic government,Namibia,57.41 million
NAM,2019,43098736.38387221,Injuries,Domestic government,Namibia,43.10 million
NAM,2019,72695161.85473548,HIV/AIDS and other STDs,External,Namibia,72.70 million
NAM,2019,27293277.571143907,Tuberculosis,Domestic government,Namibia,27.29 million
NAM,2019,6439602.905570233,Malaria,Domestic government,Namibia,6.44 million
NAM,2019,1285431.9128242594,Maternal health,External,Namibia,1.29 million
NAM,2019,141918497.26196942,Noncommunicable diseases,Private and out-of-pocket,Namibia,141.92 million
NAM,2019,62206.23939025573,Tuberculosis,Private and out-of-pocket,Namibia,"62,206"
NAM,2019,137057664.20373425,Noncommunicable diseases,Domestic government,Namibia,137.06 million
NAM,2019,3517529.3475044323,Nutritional deficiencies,Domestic government,Namibia,3.52 million
NAM,2019,39215476.123122625,Injuries,Private and out-of-pocket,Namibia,39.22 million
NAM,2019,72402.76327919742,Noncommunicable diseases,External,Namibia,"72,403"
NAM,2019,53352.30962691778,Nutritional deficiencies,External,Namibia,"53,352"
NAM,2019,139197305.01675397,Maternal health,Private and out-of-pocket,Namibia,139.20 million
NAM,2019,9140234.893598244,Tuberculosis,External,Namibia,9.14 million
NAM,2019,3898180.144646589,Family planning,Domestic government,Namibia,3.90 million
NAM,2019,29974908.105177607,HIV/AIDS and other STDs,Private and out-of-pocket,Namibia,29.97 million
NAM,2019,532569.531172344,Nutritional deficiencies,Private and out-of-pocket,Namibia,"532,570"
NER,2022,2381367.677605583,Noncommunicable diseases,External,Niger,2.38 million
NER,2022,2725837.1056986977,Family planning,Private and out-of-pocket,Niger,2.73 million
NER,2022,243590.4635043474,Tuberculosis,Private and out-of-pocket,Niger,"243,590"
NER,2022,1939946.8126021104,Maternal health,External,Niger,1.94 million
NER,2022,36839081.18294023,Noncommunicable diseases,Domestic government,Niger,36.84 million
NER,2022,452336.7460552094,Tuberculosis,Domestic government,Niger,"452,337"
NER,2022,36386267.49203018,Nutritional deficiencies,Private and out-of-pocket,Niger,36.39 million
NER,2022,49533103.13114949,Malaria,External,Niger,49.53 million
NER,2022,5096155.33793302,Tuberculosis,External,Niger,5.10 million
NER,2022,7192142.424053927,Injuries,Domestic government,Niger,7.19 million
NER,2022,14828761.044591095,Family planning,Domestic government,Niger,14.83 million
NER,2022,9355171.050609384,Maternal health,Private and out-of-pocket,Niger,9.36 million
NER,2022,16428619.647277556,HIV/AIDS and other STDs,Domestic government,Niger,16.43 million
NER,2022,7010993.315967665,Family planning,External,Niger,7.01 million
NER,2022,7263840.045324994,Injuries,Private and out-of-pocket,Niger,7.26 million
NER,2022,1176004.51067909,Maternal health,Domestic government,Niger,1.18 million
NER,2022,819783.3468625773,HIV/AIDS and other STDs,External,Niger,"819,783"
NER,2022,7674519.548739984,Nutritional deficiencies,External,Niger,7.67 million
NER,2022,65328565.118828624,Malaria,Private and out-of-pocket,Niger,65.33 million
NER,2022,207557.33325048536,HIV/AIDS and other STDs,Private and out-of-pocket,Niger,"207,557"
NER,2022,68118512.3378797,Noncommunicable diseases,Private and out-of-pocket,Niger,68.12 million
NER,2022,27359802.94791821,Malaria,Domestic government,Niger,27.36 million
NER,2022,21170732.943799727,Nutritional deficiencies,Domestic government,Niger,21.17 million
NER,2022,306958.8528413545,Injuries,External,Niger,"306,959"
NGA,2021,1032.4223153889773,Injuries,External,Nigeria,"1,032"
NGA,2021,81768437.94949624,Tuberculosis,External,Nigeria,81.77 million
NGA,2021,88372518.09363455,Injuries,Domestic government,Nigeria,88.37 million
NGA,2021,250075694.93706095,Malaria,External,Nigeria,250.08 million
NGA,2021,3130993.1483973763,Nutritional deficiencies,Domestic government,Nigeria,3.13 million
NGA,2021,9982196.464783922,Family planning,External,Nigeria,9.98 million
NGA,2021,198852665.65907165,HIV/AIDS and other STDs,Domestic government,Nigeria,198.85 million
NGA,2021,5517612052.255294,Malaria,Private and out-of-pocket,Nigeria,5.52 billion
NGA,2021,800571150.7074894,Maternal health,Domestic government,Nigeria,800.57 million
NGA,2021,329342.7210915047,Noncommunicable diseases,External,Nigeria,"329,343"
NGA,2021,1204434969.8195052,Injuries,Private and out-of-pocket,Nigeria,1.20 billion
NGA,2021,1440748138.7661848,Maternal health,Private and out-of-pocket,Nigeria,1.44 billion
NGA,2021,31706719.771449693,Family planning,Domestic government,Nigeria,31.71 million
NGA,2021,37340325.8325537,Nutritional deficiencies,Private and out-of-pocket,Nigeria,37.34 million
NGA,2021,871278052.7837408,HIV/AIDS and other STDs,Private and out-of-pocket,Nigeria,871.28 million
NGA,2021,58465633.69356658,Nutritional deficiencies,External,Nigeria,58.47 million
NGA,2021,454036323.9649849,Noncommunicable diseases,Domestic government,Nigeria,454.04 million
NGA,2021,260297770.73444468,Family planning,Private and out-of-pocket,Nigeria,260.30 million
NGA,2021,336996225.4979692,Malaria,Domestic government,Nigeria,337.00 million
NGA,2021,611599167.325178,HIV/AIDS and other STDs,External,Nigeria,611.60 million
NGA,2021,852426710.9077135,Tuberculosis,Private and out-of-pocket,Nigeria,852.43 million
NGA,2021,63125.25061501245,Maternal health,External,Nigeria,"63,125"
NGA,2021,1934269327.5208068,Noncommunicable diseases,Private and out-of-pocket,Nigeria,1.93 billion
NGA,2021,72920676.09219156,Tuberculosis,Domestic government,Nigeria,72.92 million
MKD,2022,333001456.0124174,Noncommunicable diseases,Domestic government,North Macedonia,333.00 million
MKD,2022,115271514.24053767,Noncommunicable diseases,Private and out-of-pocket,North Macedonia,115.27 million
MKD,2022,0.0,Family planning,Domestic government,North Macedonia,0
MKD,2022,591524.152749192,Maternal health,Private and out-of-pocket,North Macedonia,"591,524"
MKD,2022,7.276168436430164,Malaria,Private and out-of-pocket,North Macedonia,7
MKD,2022,44997191.212450124,Injuries,Domestic government,North Macedonia,45.00 million
MKD,2022,29967.26637244562,HIV/AIDS and other STDs,Private and out-of-pocket,North Macedonia,"29,967"
MKD,2022,2396100.494578073,HIV/AIDS and other STDs,Domestic government,North Macedonia,2.40 million
MKD,2022,1759267.247770303,Injuries,Private and out-of-pocket,North Macedonia,1.76 million
MKD,2022,16623719.376094371,Maternal health,Domestic government,North Macedonia,16.62 million
MKD,2022,450956.4416319371,Tuberculosis,Domestic government,North Macedonia,"450,956"
MKD,2022,3269154.262962621,Nutritional deficiencies,Private and out-of-pocket,North Macedonia,3.27 million
MKD,2022,2001185.1831372431,Nutritional deficiencies,Domestic government,North Macedonia,2.00 million
MKD,2022,1380.5815814893322,Tuberculosis,Private and out-of-pocket,North Macedonia,"1,381"
MKD,2022,1391.8375845202868,Malaria,Domestic government,North Macedonia,"1,392"
MKD,2022,176953.2200479901,Family planning,Private and out-of-pocket,North Macedonia,"176,953"
STP,2021,471667.6385065372,Family planning,External,Sao Tome and Principe,"471,668"
STP,2021,2067952.3007577197,Noncommunicable diseases,External,Sao Tome and Principe,2.07 million
STP,2021,13187.707779774788,Tuberculosis,Private and out-of-pocket,Sao Tome and Principe,"13,188"
STP,2021,653277.0442425897,Malaria,Domestic government,Sao Tome and Principe,"653,277"
STP,2021,28813.626406427546,Injuries,External,Sao Tome and Principe,"28,814"
STP,2021,902408.557797679,HIV/AIDS and other STDs,External,Sao Tome and Principe,"902,409"
STP,2021,548527.8434389737,Maternal health,Private and out-of-pocket,Sao Tome and Principe,"548,528"
STP,2021,20138.772180109416,Nutritional deficiencies,Private and out-of-pocket,Sao Tome and Principe,"20,139"
STP,2021,1622443.5863199,Family planning,Domestic government,Sao Tome and Principe,1.62 million
STP,2021,77906.50356968009,HIV/AIDS and other STDs,Private and out-of-pocket,Sao Tome and Principe,"77,907"
STP,2021,41635.9433738723,Maternal health,External,Sao Tome and Principe,"41,636"
STP,2021,85688.50167754987,Nutritional deficiencies,External,Sao Tome and Principe,"85,689"
STP,2021,5693516.320463715,Noncommunicable diseases,Domestic government,Sao Tome and Principe,5.69 million
STP,2021,519909.1141043923,Family planning,Private and out-of-pocket,Sao Tome and Principe,"519,909"
STP,2021,396423.889989408,Injuries,Private and out-of-pocket,Sao Tome and Principe,"396,424"
STP,2021,209840.72288463637,Malaria,Private and out-of-pocket,Sao Tome and Principe,"209,841"
STP,2021,38038.5480707701,Tuberculosis,Domestic government,Sao Tome and Principe,"38,039"
STP,2021,1858544.730138533,Maternal health,Domestic government,Sao Tome and Principe,1.86 million
STP,2021,4523198.99246398,Malaria,External,Sao Tome and Principe,4.52 million
STP,2021,64044.9644267309,Nutritional deficiencies,Domestic government,Sao Tome and Principe,"64,045"
STP,2021,1238201.4144891857,Injuries,Domestic government,Sao Tome and Principe,1.24 million
STP,2021,1519979.645216771,Noncommunicable diseases,Private and out-of-pocket,Sao Tome and Principe,1.52 million
STP,2021,709246.374102394,Tuberculosis,External,Sao Tome and Principe,"709,246"
STP,2021,243116.81969532988,HIV/AIDS and other STDs,Domestic government,Sao Tome and Principe,"243,117"
SEN,2021,27136229.053115595,Maternal health,Domestic government,Senegal,27.14 million
SEN,2021,46725912.74423007,Malaria,External,Senegal,46.73 million
SEN,2021,26238090.81271227,Injuries,Private and out-of-pocket,Senegal,26.24 million
SEN,2021,20984793.976133954,Maternal health,Private and out-of-pocket,Senegal,20.98 million
SEN,2021,54619204.47608779,Nutritional deficiencies,Private and out-of-pocket,Senegal,54.62 million
SEN,2021,1440570.6134874152,Family planning,Domestic government,Senegal,1.44 million
SEN,2021,5817028.052991591,Tuberculosis,External,Senegal,5.82 million
SEN,2021,12613.71389983475,Injuries,External,Senegal,"12,614"
SEN,2021,11298926.831463424,HIV/AIDS and other STDs,Private and out-of-pocket,Senegal,11.30 million
SEN,2021,350082377.12982935,Noncommunicable diseases,Private and out-of-pocket,Senegal,350.08 million
SEN,2021,12329126.58450844,HIV/AIDS and other STDs,External,Senegal,12.33 million
SEN,2021,166519132.1857147,Noncommunicable diseases,Domestic government,Senegal,166.52 million
SEN,2021,24879991.29105257,Maternal health,External,Senegal,24.88 million
SEN,2021,25861540.003523417,Injuries,Domestic government,Senegal,25.86 million
SEN,2021,1027257.3085218066,Tuberculosis,Domestic government,Senegal,1.03 million
SEN,2021,5381690.188086713,Family planning,Private and out-of-pocket,Senegal,5.38 million
SEN,2021,1685565.1051866545,Nutritional deficiencies,External,Senegal,1.69 million
SEN,2021,4186359.645131854,Malaria,Domestic government,Senegal,4.19 million
SEN,2021,1483624.277656139,Tuberculosis,Private and out-of-pocket,Senegal,1.48 million
SEN,2021,12618561.821086029,Malaria,Private and out-of-pocket,Senegal,12.62 million
SEN,2021,970093.3154844214,Noncommunicable diseases,External,Senegal,"970,093"
SEN,2021,4759065.025176324,HIV/AIDS and other STDs,Domestic government,Senegal,4.76 million
SEN,2021,11641215.866938643,Nutritional deficiencies,Domestic government,Senegal,11.64 million
SEN,2021,24668344.14014023,Family planning,External,Senegal,24.67 million
SYC,2019,23474.959098982235,Nutritional deficiencies,Domestic government,Seychelles,"23,475"
SYC,2019,866640.7203112955,HIV/AIDS and other STDs,Domestic government,Seychelles,"866,641"
SYC,2019,31729959.69339161,Noncommunicable diseases,Domestic government,Seychelles,31.73 million
SYC,2019,1354130.1253530968,Family planning,Domestic government,Seychelles,1.35 million
SYC,2019,307988.87091706676,Nutritional deficiencies,Private and out-of-pocket,Seychelles,"307,989"
SYC,2019,6491997.482963543,Injuries,Domestic government,Seychelles,6.49 million
SYC,2019,663653.9971788318,Maternal health,Private and out-of-pocket,Seychelles,"663,654"
SYC,2019,2026099.132424008,Injuries,Private and out-of-pocket,Seychelles,2.03 million
SYC,2019,42056.89114421594,Family planning,Private and out-of-pocket,Seychelles,"42,057"
SYC,2019,0.0,Malaria,External,Seychelles,0
SYC,2019,9629333.454031652,Noncommunicable diseases,Private and out-of-pocket,Seychelles,9.63 million
SYC,2019,0.0,Malaria,Domestic government,Seychelles,0
SLE,2021,9507998.369114175,Maternal health,Domestic government,Sierra Leone,9.51 million
SLE,2021,3161204.09518933,HIV/AIDS and other STDs,Domestic government,Sierra Leone,3.16 million
SLE,2021,494938.6645668375,Tuberculosis,Domestic government,Sierra Leone,"494,939"
SLE,2021,7255185.165018933,HIV/AIDS and other STDs,External,Sierra Leone,7.26 million
SLE,2021,15277816.220815828,Noncommunicable diseases,Domestic government,Sierra Leone,15.28 million
SLE,2021,3000731.6618461516,Tuberculosis,External,Sierra Leone,3.00 million
