year,source,country,value
2005-01-01,domestic private excluding out-of-pocket,St. Lucia,7.341
2006-01-01,domestic private excluding out-of-pocket,St. Lucia,7.193
2007-01-01,domestic private excluding out-of-pocket,St. Lucia,6.98
2008-01-01,domestic private excluding out-of-pocket,St. Lucia,6.748
2009-01-01,domestic private excluding out-of-pocket,St. Lucia,6.042
2010-01-01,domestic private excluding out-of-pocket,St. Lucia,6.963
2011-01-01,domestic private excluding out-of-pocket,St. Lucia,7.377
2012-01-01,domestic private excluding out-of-pocket,St. Lucia,6.953
2013-01-01,domestic private excluding out-of-pocket,St. Lucia,6.496
2014-01-01,domestic private excluding out-of-pocket,St. Lucia,5.68
2015-01-01,domestic private excluding out-of-pocket,St. Lucia,5.506
2016-01-01,domestic private excluding out-of-pocket,St. Lucia,5.302
2017-01-01,domestic private excluding out-of-pocket,St. Lucia,4.761
2018-01-01,domestic private excluding out-of-pocket,St. Lucia,5.435
2019-01-01,domestic private excluding out-of-pocket,St. Lucia,5.857
2020-01-01,domestic private excluding out-of-pocket,St. Lucia,6.357
2021-01-01,domestic private excluding out-of-pocket,St. Lucia,5.851
2000-01-01,domestic private excluding out-of-pocket,St. Lucia,0.327
2001-01-01,domestic private excluding out-of-pocket,St. Lucia,0.421
2002-01-01,domestic private excluding out-of-pocket,St. Lucia,0.48
2003-01-01,domestic private excluding out-of-pocket,St. Lucia,0.446
2004-01-01,domestic private excluding out-of-pocket,St. Lucia,0.434
2005-01-01,domestic private excluding out-of-pocket,St. Lucia,0.431
2006-01-01,domestic private excluding out-of-pocket,St. Lucia,0.397
2007-01-01,domestic private excluding out-of-pocket,St. Lucia,0.377
2008-01-01,domestic private excluding out-of-pocket,St. Lucia,0.348
2009-01-01,domestic private excluding out-of-pocket,St. Lucia,0.318
2010-01-01,domestic private excluding out-of-pocket,St. Lucia,0.364
2011-01-01,domestic private excluding out-of-pocket,St. Lucia,0.368
2012-01-01,domestic private excluding out-of-pocket,St. Lucia,0.348
2013-01-01,domestic private excluding out-of-pocket,St. Lucia,0.333
2014-01-01,domestic private excluding out-of-pocket,St. Lucia,0.287
2015-01-01,domestic private excluding out-of-pocket,St. Lucia,0.279
2016-01-01,domestic private excluding out-of-pocket,St. Lucia,0.259
2017-01-01,domestic private excluding out-of-pocket,St. Lucia,0.225
2018-01-01,domestic private excluding out-of-pocket,St. Lucia,0.249
2019-01-01,domestic private excluding out-of-pocket,St. Lucia,0.269
2020-01-01,domestic private excluding out-of-pocket,St. Lucia,0.382
2021-01-01,domestic private excluding out-of-pocket,St. Lucia,0.316
2000-01-01,domestic private excluding out-of-pocket,St. Lucia,6.3
2001-01-01,domestic private excluding out-of-pocket,St. Lucia,7.59
2002-01-01,domestic private excluding out-of-pocket,St. Lucia,8.18
2003-01-01,domestic private excluding out-of-pocket,St. Lucia,7.84
2004-01-01,domestic private excluding out-of-pocket,St. Lucia,8.34
2005-01-01,domestic private excluding out-of-pocket,St. Lucia,8.15
2006-01-01,domestic private excluding out-of-pocket,St. Lucia,7.18
2007-01-01,domestic private excluding out-of-pocket,St. Lucia,6.38
2008-01-01,domestic private excluding out-of-pocket,St. Lucia,6.4
2009-01-01,domestic private excluding out-of-pocket,St. Lucia,5.71
2010-01-01,domestic private excluding out-of-pocket,St. Lucia,6.64
2011-01-01,domestic private excluding out-of-pocket,St. Lucia,6.75
2012-01-01,domestic private excluding out-of-pocket,St. Lucia,6.6
2013-01-01,domestic private excluding out-of-pocket,St. Lucia,6.18
2014-01-01,domestic private excluding out-of-pocket,St. Lucia,5.85
2015-01-01,domestic private excluding out-of-pocket,St. Lucia,5.82
2016-01-01,domestic private excluding out-of-pocket,St. Lucia,5.51
2017-01-01,domestic private excluding out-of-pocket,St. Lucia,4.89
2018-01-01,domestic private excluding out-of-pocket,St. Lucia,5.63
2019-01-01,domestic private excluding out-of-pocket,St. Lucia,6.06
2020-01-01,domestic private excluding out-of-pocket,St. Lucia,5.36
2021-01-01,domestic private excluding out-of-pocket,St. Lucia,5.28
2000-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,6.055
2001-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,6.502
2002-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,6.923
2003-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,7.651
2004-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,8.379
2005-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,8.745
2006-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,9.301
2007-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.329
2008-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.185
2009-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.326
2010-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.084
2011-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.039
2012-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.47
2013-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.371
2014-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.988
2015-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,11.024
2016-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,11.282
2017-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,11.477
2018-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,11.476
2019-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,10.64
2020-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,11.187
2021-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,12.195
2000-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.689
2001-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.739
2002-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.785
2003-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.865
2004-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.944
2005-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.98
2006-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.036
2007-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.145
2008-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.124
2009-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.134
2010-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.102
2011-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.091
2012-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.132
2013-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.114
2014-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.175
2015-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.174
2016-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.195
2017-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.211
2018-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.208
2019-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.116
2020-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.171
2021-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,1.272
2000-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.113
2001-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.119
2002-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.121
2003-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.125
2004-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.132
2005-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.134
2006-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.133
2007-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.142
2008-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.139
2009-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.142
2010-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.144
2011-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.144
2012-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.147
2013-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.142
2014-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.148
2015-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.143
2016-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.14
2017-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.14
2018-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.135
2019-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.124
2020-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.135
2021-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,0.146
2000-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.75
2001-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.89
2002-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.87
2003-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.06
2004-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.29
2005-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.37
2006-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.5
2007-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.59
2008-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.46
2009-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.35
2010-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.24
2011-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.28
2012-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.2
2013-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.23
2014-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.41
2015-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.37
2016-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.31
2017-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.2
2018-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,3.08
2019-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.83
2020-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.72
2021-01-01,domestic private excluding out-of-pocket,St. Vincent and the Grenadines,2.65
2000-01-01,domestic private excluding out-of-pocket,Suriname,53.844
2001-01-01,domestic private excluding out-of-pocket,Suriname,39.617
2002-01-01,domestic private excluding out-of-pocket,Suriname,58.826
2003-01-01,domestic private excluding out-of-pocket,Suriname,59.698
2004-01-01,domestic private excluding out-of-pocket,Suriname,74.131
2005-01-01,domestic private excluding out-of-pocket,Suriname,79.14
2006-01-01,domestic private excluding out-of-pocket,Suriname,84.867
2007-01-01,domestic private excluding out-of-pocket,Suriname,83.44
2008-01-01,domestic private excluding out-of-pocket,Suriname,76.355
2009-01-01,domestic private excluding out-of-pocket,Suriname,83.098
2010-01-01,domestic private excluding out-of-pocket,Suriname,78.162
2011-01-01,domestic private excluding out-of-pocket,Suriname,77.832
2012-01-01,domestic private excluding out-of-pocket,Suriname,79.515
2013-01-01,domestic private excluding out-of-pocket,Suriname,85.769
2014-01-01,domestic private excluding out-of-pocket,Suriname,84.379
2015-01-01,domestic private excluding out-of-pocket,Suriname,83.452
2016-01-01,domestic private excluding out-of-pocket,Suriname,51.981
2017-01-01,domestic private excluding out-of-pocket,Suriname,46.143
2018-01-01,domestic private excluding out-of-pocket,Suriname,48.912
2019-01-01,domestic private excluding out-of-pocket,Suriname,60.786
2020-01-01,domestic private excluding out-of-pocket,Suriname,47.905
2021-01-01,domestic private excluding out-of-pocket,Suriname,39.044
2000-01-01,domestic private excluding out-of-pocket,Suriname,25.791
2001-01-01,domestic private excluding out-of-pocket,Suriname,19.309
2002-01-01,domestic private excluding out-of-pocket,Suriname,29.158
2003-01-01,domestic private excluding out-of-pocket,Suriname,30.075
2004-01-01,domestic private excluding out-of-pocket,Suriname,37.849
2005-01-01,domestic private excluding out-of-pocket,Suriname,40.854
2006-01-01,domestic private excluding out-of-pocket,Suriname,44.303
2007-01-01,domestic private excluding out-of-pocket,Suriname,44.052
2008-01-01,domestic private excluding out-of-pocket,Suriname,40.769
2009-01-01,domestic private excluding out-of-pocket,Suriname,44.872
2010-01-01,domestic private excluding out-of-pocket,Suriname,42.683
2011-01-01,domestic private excluding out-of-pocket,Suriname,42.975
2012-01-01,domestic private excluding out-of-pocket,Suriname,44.378
2013-01-01,domestic private excluding out-of-pocket,Suriname,48.369
2014-01-01,domestic private excluding out-of-pocket,Suriname,48.069
2015-01-01,domestic private excluding out-of-pocket,Suriname,48.024
2016-01-01,domestic private excluding out-of-pocket,Suriname,30.224
2017-01-01,domestic private excluding out-of-pocket,Suriname,27.112
2018-01-01,domestic private excluding out-of-pocket,Suriname,29.04
2019-01-01,domestic private excluding out-of-pocket,Suriname,36.49
2020-01-01,domestic private excluding out-of-pocket,Suriname,29.081
2021-01-01,domestic private excluding out-of-pocket,Suriname,23.933
2000-01-01,domestic private excluding out-of-pocket,Suriname,1.281
2001-01-01,domestic private excluding out-of-pocket,Suriname,0.914
2002-01-01,domestic private excluding out-of-pocket,Suriname,1.33
2003-01-01,domestic private excluding out-of-pocket,Suriname,1.292
2004-01-01,domestic private excluding out-of-pocket,Suriname,1.515
2005-01-01,domestic private excluding out-of-pocket,Suriname,1.559
2006-01-01,domestic private excluding out-of-pocket,Suriname,1.598
2007-01-01,domestic private excluding out-of-pocket,Suriname,1.512
2008-01-01,domestic private excluding out-of-pocket,Suriname,1.344
2009-01-01,domestic private excluding out-of-pocket,Suriname,1.435
2010-01-01,domestic private excluding out-of-pocket,Suriname,1.298
2011-01-01,domestic private excluding out-of-pocket,Suriname,1.235
2012-01-01,domestic private excluding out-of-pocket,Suriname,1.242
2013-01-01,domestic private excluding out-of-pocket,Suriname,1.315
2014-01-01,domestic private excluding out-of-pocket,Suriname,1.304
2015-01-01,domestic private excluding out-of-pocket,Suriname,1.348
2016-01-01,domestic private excluding out-of-pocket,Suriname,0.892
2017-01-01,domestic private excluding out-of-pocket,Suriname,0.788
2018-01-01,domestic private excluding out-of-pocket,Suriname,0.804
2019-01-01,domestic private excluding out-of-pocket,Suriname,1.0
2020-01-01,domestic private excluding out-of-pocket,Suriname,0.948
2021-01-01,domestic private excluding out-of-pocket,Suriname,0.802
2000-01-01,domestic private excluding out-of-pocket,Suriname,17.91
2001-01-01,domestic private excluding out-of-pocket,Suriname,19.28
2002-01-01,domestic private excluding out-of-pocket,Suriname,19.97
2003-01-01,domestic private excluding out-of-pocket,Suriname,20.9
2004-01-01,domestic private excluding out-of-pocket,Suriname,21.72
2005-01-01,domestic private excluding out-of-pocket,Suriname,22.91
2006-01-01,domestic private excluding out-of-pocket,Suriname,21.44
2007-01-01,domestic private excluding out-of-pocket,Suriname,22.45
2008-01-01,domestic private excluding out-of-pocket,Suriname,22.06
2009-01-01,domestic private excluding out-of-pocket,Suriname,22.38
2010-01-01,domestic private excluding out-of-pocket,Suriname,21.65
2011-01-01,domestic private excluding out-of-pocket,Suriname,21.88
2012-01-01,domestic private excluding out-of-pocket,Suriname,22.47
2013-01-01,domestic private excluding out-of-pocket,Suriname,22.66
2014-01-01,domestic private excluding out-of-pocket,Suriname,22.38
2015-01-01,domestic private excluding out-of-pocket,Suriname,18.84
2016-01-01,domestic private excluding out-of-pocket,Suriname,12.96
2017-01-01,domestic private excluding out-of-pocket,Suriname,12.9
2018-01-01,domestic private excluding out-of-pocket,Suriname,10.74
2019-01-01,domestic private excluding out-of-pocket,Suriname,10.3
2020-01-01,domestic private excluding out-of-pocket,Suriname,12.17
2021-01-01,domestic private excluding out-of-pocket,Suriname,12.36
2000-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,27.852
2001-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,26.614
2002-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,35.996
2003-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,35.528
2004-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,25.451
2005-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,37.436
2006-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,43.186
2007-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,34.571
2008-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,36.963
2009-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,47.492
2010-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,49.159
2011-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,45.658
2012-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,58.289
2013-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,50.958
2014-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,69.417
2015-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,84.402
2016-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,84.052
2017-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,83.077
2018-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,77.767
2019-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,86.699
2020-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,91.654
2021-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,74.751
2000-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,37.104
2001-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,35.624
2002-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,48.45
2003-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,48.089
2004-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,34.644
2005-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,51.253
2006-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,59.464
2007-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,47.876
2008-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,51.482
2009-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,66.546
2010-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,69.328
2011-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,64.835
2012-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,83.375
2013-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,73.417
2014-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,100.701
2015-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,123.242
2016-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,123.5
2017-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,122.839
2018-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,117.016
2019-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,131.779
2020-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,139.144
2021-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,114.045
2000-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.239
2001-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.222
2002-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.281
2003-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.245
2004-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.165
2005-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.23
2006-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.234
2007-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.18
2008-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.188
2009-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.255
2010-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.257
2011-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.241
2012-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.299
2013-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.255
2014-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.336
2015-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.407
2016-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.441
2017-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.461
2018-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.442
2019-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.496
2020-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.576
2021-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,0.477
2000-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,5.35
2001-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,5.21
2002-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,5.62
2003-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,5.53
2004-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,3.68
2005-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.93
2006-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,5.32
2007-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.16
2008-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.88
2009-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.44
2010-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.81
2011-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.85
2012-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.01
2013-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,4.97
2014-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.39
2015-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.64
2016-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.27
2017-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.46
2018-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.25
2019-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.58
2020-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.82
2021-01-01,domestic private excluding out-of-pocket,Trinidad and Tobago,6.23
2000-01-01,domestic private excluding out-of-pocket,United States,2798.368
2001-01-01,domestic private excluding out-of-pocket,United States,2928.584
2002-01-01,domestic private excluding out-of-pocket,United States,3150.226
2003-01-01,domestic private excluding out-of-pocket,United States,3357.697
2004-01-01,domestic private excluding out-of-pocket,United States,3441.253
2005-01-01,domestic private excluding out-of-pocket,United States,3533.841
2006-01-01,domestic private excluding out-of-pocket,United States,3575.52
2007-01-01,domestic private excluding out-of-pocket,United States,3667.251
2008-01-01,domestic private excluding out-of-pocket,United States,3622.159
2009-01-01,domestic private excluding out-of-pocket,United States,3695.706
2010-01-01,domestic private excluding out-of-pocket,United States,3755.85
2011-01-01,domestic private excluding out-of-pocket,United States,3764.656
2012-01-01,domestic private excluding out-of-pocket,United States,3820.772
2013-01-01,domestic private excluding out-of-pocket,United States,3766.088
2014-01-01,domestic private excluding out-of-pocket,United States,3770.908
2015-01-01,domestic private excluding out-of-pocket,United States,3870.304
2016-01-01,domestic private excluding out-of-pocket,United States,4010.463
2017-01-01,domestic private excluding out-of-pocket,United States,4088.235
2018-01-01,domestic private excluding out-of-pocket,United States,4123.657
2019-01-01,domestic private excluding out-of-pocket,United States,4161.565
2020-01-01,domestic private excluding out-of-pocket,United States,4062.047
2021-01-01,domestic private excluding out-of-pocket,United States,4071.739
2000-01-01,domestic private excluding out-of-pocket,United States,790254.958
2001-01-01,domestic private excluding out-of-pocket,United States,836024.21
2002-01-01,domestic private excluding out-of-pocket,United States,908368.364
2003-01-01,domestic private excluding out-of-pocket,United States,977458.533
2004-01-01,domestic private excluding out-of-pocket,United States,1011549.154
2005-01-01,domestic private excluding out-of-pocket,United States,1048994.706
2006-01-01,domestic private excluding out-of-pocket,United States,1071773.23
2007-01-01,domestic private excluding out-of-pocket,United States,1110235.947
2008-01-01,domestic private excluding out-of-pocket,United States,1107275.706
2009-01-01,domestic private excluding out-of-pocket,United States,1140169.753
2010-01-01,domestic private excluding out-of-pocket,United States,1168756.047
2011-01-01,domestic private excluding out-of-pocket,United States,1181637.528
2012-01-01,domestic private excluding out-of-pocket,United States,1209852.592
2013-01-01,domestic private excluding out-of-pocket,United States,1202794.886
2014-01-01,domestic private excluding out-of-pocket,United States,1214360.453
2015-01-01,domestic private excluding out-of-pocket,United States,1256330.711
2016-01-01,domestic private excluding out-of-pocket,United States,1312264.536
2017-01-01,domestic private excluding out-of-pocket,United States,1348263.971
2018-01-01,domestic private excluding out-of-pocket,United States,1369631.658
2019-01-01,domestic private excluding out-of-pocket,United States,1391292.938
2020-01-01,domestic private excluding out-of-pocket,United States,1364612.192
2021-01-01,domestic private excluding out-of-pocket,United States,1372166.328
2000-01-01,domestic private excluding out-of-pocket,United States,5.059
2001-01-01,domestic private excluding out-of-pocket,United States,5.302
2002-01-01,domestic private excluding out-of-pocket,United States,5.664
2003-01-01,domestic private excluding out-of-pocket,United States,5.929
2004-01-01,domestic private excluding out-of-pocket,United States,5.908
2005-01-01,domestic private excluding out-of-pocket,United States,5.921
2006-01-01,domestic private excluding out-of-pocket,United States,5.886
2007-01-01,domestic private excluding out-of-pocket,United States,5.977
2008-01-01,domestic private excluding out-of-pocket,United States,5.953
2009-01-01,domestic private excluding out-of-pocket,United States,6.294
2010-01-01,domestic private excluding out-of-pocket,United States,6.282
2011-01-01,domestic private excluding out-of-pocket,United States,6.254
2012-01-01,domestic private excluding out-of-pocket,United States,6.261
2013-01-01,domestic private excluding out-of-pocket,United States,6.111
2014-01-01,domestic private excluding out-of-pocket,United States,6.032
2015-01-01,domestic private excluding out-of-pocket,United States,6.076
2016-01-01,domestic private excluding out-of-pocket,United States,6.243
2017-01-01,domestic private excluding out-of-pocket,United States,6.273
2018-01-01,domestic private excluding out-of-pocket,United States,6.19
2019-01-01,domestic private excluding out-of-pocket,United States,6.147
2020-01-01,domestic private excluding out-of-pocket,United States,6.201
2021-01-01,domestic private excluding out-of-pocket,United States,5.885
2000-01-01,domestic private excluding out-of-pocket,United States,28.83
2001-01-01,domestic private excluding out-of-pocket,United States,28.7
2002-01-01,domestic private excluding out-of-pocket,United States,28.81
2003-01-01,domestic private excluding out-of-pocket,United States,29.02
2004-01-01,domestic private excluding out-of-pocket,United States,28.88
2005-01-01,domestic private excluding out-of-pocket,United States,28.88
2006-01-01,domestic private excluding out-of-pocket,United States,28.58
2007-01-01,domestic private excluding out-of-pocket,United States,28.6
2008-01-01,domestic private excluding out-of-pocket,United States,28.13
2009-01-01,domestic private excluding out-of-pocket,United States,27.98
2010-01-01,domestic private excluding out-of-pocket,United States,27.94
2011-01-01,domestic private excluding out-of-pocket,United States,27.93
2012-01-01,domestic private excluding out-of-pocket,United States,27.97
2013-01-01,domestic private excluding out-of-pocket,United States,27.65
2014-01-01,domestic private excluding out-of-pocket,United States,27.13
2015-01-01,domestic private excluding out-of-pocket,United States,26.93
2016-01-01,domestic private excluding out-of-pocket,United States,27.09
